,0,1,2,3,4,5
40,9.0,3:21.85,Belarus,,Beijing,23.08.2008
41,,,Anna Kozak,(51.98e),22.06.74,BLR
42,,,Irina Khlyustova,(50.33e),25.08.78,BLR
43,,,Ilona Usovich,(49.85),14.11.82,BLR
44,,,Sviatlana Usovich,(49.69),14.10.80,BLR
45,10.0,3:22.62,United States,,Sydney,30.09.2000
46,,,Jearl Miles-Clark,(50.86),04.09.66,USA
47,,,Monique Hennagan,(51.57),26.05.76,USA
48,,,Marion Jones,(49.46),12.10.75,USA
49,,,LaTasha Colander,(50.73),23.08.76,USA
50,11.0,3:22.78,Belarus,h2,Beijing,22.08.2008
51,,,Yulianna Yuschanka,(51.40e),14.08.84,BLR
52,,,Irina Khlyustova,(50.37e),25.08.78,BLR
53,,,Ilona Usovich,(49.93),14.11.82,BLR
54,,,Sviatlana Usovich,(51.08),14.10.80,BLR
55,12.0,3:23.11,Russia,h2,London,10.08.2012
56,,,Yuliya Gushchina,(50.9),04.03.83,RUS
57,,,Tatyana Firova,(50.7),10.10.82,RUS
58,,,Natalya Nazarova,(50.69),22.05.79,RUS
59,,,Anastasiya Kapachinskaya,(50.87),21.11.79,RUS
60,13.0,3:23.27,Nigeria,h1,Beijing,29.08.2015
61,,,Regina George,(51.3),17.02.91,NGR
62,,,Funke Oladoye,(50.6),12.05.93,NGR
63,,,Toisin Adeloye,(50.96),07.02.96,NGR
64,,,Patience Okon George,(50.51),25.11.91,NGR
65,14.0,3:23.41,United States - Red,r1,Philadelphia,27.04.2002
66,,,Michelle Collins,(51.2),12.02.71,USA
67,,,Jearl Miles-Clark,(51.0),04.09.66,USA
68,,,LaTasha Colander,(50.5),23.08.76,USA
69,,,Marion Jones,(50.7),12.10.75,USA
70,15.0,3:23.51,Russia,h3,Moskva,16.08.2013
71,,,Yuliya Gushchina,(51.0),04.03.83,RUS
72,,,Tatyana Firova,(50.4),10.10.82,RUS
73,,,Natalya Antyukh,(50.78),26.06.81,RUS
74,,,Kseniya Ryzhova,(51.27),19.04.87,RUS
75,16.0,3:23.71,Russia,h1,Beijing,22.08.2008
76,,,Yelena Migunova,(51.80e),04.01.84,RUS
77,,,Tatyana Veshkurova,(49.68e),23.09.81,RUS
78,,,Lyudmila Litvinova,(50.32),08.06.85,RUS
79,,,Tatyana Firova,(51.91),10.10.82,RUS
80,17.0,3:23.80,Russia,h2,Berlin,22.08.2009
81,,,Natalya Nazarova,(51.8e),22.05.79,RUS
82,,,Tatyana Firova,(49.5e),10.10.82,RUS
83,,,Natalya Antyukh,(50.85),26.06.81,RUS
84,,,Lyudmila Litvinova,(51.65),08.06.85,RUS
85,18.0,3:24.28,Belarus,h1,Daegu,02.09.2011
86,,,Hanna Tashpulatova,(51.8e),21.10.87,BLR
87,,,Yulianna Yuschanka,(50.6e),14.08.84,BLR
88,,,Ilona Usovich,(51.64),14.11.82,BLR
89,,,Sviatlana Usovich,(50.22),14.10.80,BLR
90,19.0,3:24.54,Ukraina,h1,Rio de Janei,19.08.2016
91,,,Alina Lohvynenko,(52.2),18.07.90,UKR
92,,,Olha Bibik,(50.9),05.02.90,UKR
93,,,Tetyana Melnyk,(51.36),02.04.95,UKR
94,,,Olha Zemlyak,(51.28),16.01.90,UKR
95,20.0,3:24.67,United States,,Madrid,21.09.2002
96,,,Michelle Collins,(50.0),12.02.71,USA
97,,,Crystal Cox,(53.0),28.03.79,USA
98,,,Suziann Reid,(50.87),14.01.77,USA
99,,,Monique Hennagan,(50.78),26.05.76,USA
100,21.0,3:24.80,United States - Blue,r2,Philadelphia,24.04.2004
101,,,Julian Clay,(52.5),02.11.77,USA
102,,,Debbie Dunn,(50.7),26.03.78,USA
103,,,Allyson Felix,(50.2),18.11.85,USA
104,,,Crystal Cox,(51.4),28.03.79,USA
105,22.0,3:25.04,United States - White,r2,Philadelphia,24.04.2004
106,,,Michelle Collins,(50.2),12.02.71,USA
107,,,Monique Hennagan,(51.3),26.05.76,USA
108,,,Tiffany Barnes,(51.4),04.07.81,USA
109,,,Mary Wineberg,(52.1),03.01.80,USA
110,23.0,3:25.11,Nigeria,,Beijing,30.08.2015
111,,,Regina George,(52.4),17.02.91,NGR
112,,,Funke Oladoye,(50.9),12.05.93,NGR
113,,,Toisin Adeloye,(51.14),07.02.96,NGR
114,,,Patience Okon George,(50.76),25.11.91,NGR
115,24.0,3:25.25,Russia,rB,Leiria,21.06.2009
116,,,Yelena Voynova,(52.81e),10.03.85,RUS
117,,,Tatyana Firova,(51.23e),10.10.82,RUS
118,,,Anastasiya Kapachinskaya,(50.82),21.11.79,RUS
119,,,Lyudmila Litvinova,(50.39),08.06.85,RUS
120,25.0,3:25.64,Belarus,,Daegu,03.09.2011
121,,,Hanna Tashpulatova,(51.68),21.10.87,BLR
122,,,Yulianna Yuschanka,(51.27),14.08.84,BLR
123,,,Ilona Usovich,(52.56),14.11.82,BLR
124,,,Sviatlana Usovich,(50.13),14.10.80,BLR
125,26.0,3:26.37,"Guanqxi, CHN",,Shanghai,23.10.1997
126,,,Peng Yinghua,,21.02.79,CHN
127,,,Chen Xuehui,,13.07.69,CHN
128,,,Rong Guiping,,01.03.72,CHN
129,,,Jiang Limei,,70,CHN
130,27.0,3:26.52,Belarus,h1,London,10.08.2012
131,,,Alena Kyivich,(51.0),06.10.87,BLR
132,,,Irina Khlyustova,(53.1),25.08.78,BLR
133,,,Ilona Usovich,(51.90),14.11.82,BLR
134,,,Sviatlana Usovich,(50.59),14.10.80,BLR
135,28.0,3:26.58,Europe,,Split,05.09.2010
136,,,Kseniya Aksyonova,(52.21),14.01.88,RUS
137,,,Antonina Krivoshapka,(51.96),21.07.87,RUS
138,,,Libania Grenot,(52.09),12.07.83,ITA
139,,,Tatyana Firova,(50.32),10.10.82,RUS
140,29.0,3:26.64,Ukraina,,Rio de Janei,20.08.2016
141,,,Alina Lohvynenko,(53.3),18.07.90,UKR
142,,,Olha Bibik,(51.5),05.02.90,UKR
143,,,Tetyana Melnyk,(51.49),02.04.95,UKR
144,,,Olha Zemlyak,(50.30),16.01.90,UKR
145,30.0,3:26.65,United States - Red,rA,Philadelphia,26.04.2003
146,,,Donna Howard,,28.08.74,USA
147,,,Jearl Miles-Clark,,04.09.66,USA
148,,,Crystal Cox,,28.03.79,USA
149,,,Demetria Washington,,31.12.79,USA
150,31.0,3:27.12,Nigeria,,Brazzaville,17.09.2015
151,,,Rita Ossai,,21.10.95,NGR
152,,,Funke Oladoye,,12.05.93,NGR
153,,,Toisin Adeloye,,07.02.96,NGR
154,,,Patience Okon George,,25.11.91,NGR
155,32.0,3:27.17,Russia,r2,Stockholm,19.06.2011
156,,,Kseniya Ryzhova,(52.7e),19.04.87,RUS
157,,,Kseniya Zadorina,(51.9e),02.03.87,RUS
158,,,Tatyana Firova,(51.24),10.10.82,RUS
159,,,Lyudmila Litvinova,(51.28),08.06.85,RUS
160,33.0,3:27.64,Ukraine,,Amsterdam,10.07.2016
161,,,Yuliya Olishevska,(53.5e),02.02.89,UKR
162,,,Olha Bibik,(51.6e),05.02.90,UKR
163,,,Tetyana Melnyk,(52.61),02.04.95,UKR
164,,,Olha Zemlyak,(49.81),16.01.90,UKR
165,34.0,3:27.75,Ukraine,h2,Amsterdam,09.07.2016
166,,,Yuliya Olishevska,(52.7),02.02.89,UKR
167,,,Olha Bibik,(51.7),05.02.90,UKR
168,,,Tetyana Melnyk,(51.88),02.04.95,UKR
169,,,Olha Zemlyak,(51.35),16.01.90,UKR
170,35.0,3:28.02,Ukraine,rA,Villeneuve d,25.06.2017
171,,,Kateryna Klymyuk,(53.50),02.06.95,UKR
172,,,Olga Lyakhova,(51.12),18.03.92,UKR
173,,,Anastasiya Bryzhina,(52.12),09.01.98,UKR
174,,,Olha Zemlyak,(51.28),16.01.90,UKR
175,36.0,3:28.72,Nigeria,,New Delhi,12.10.2010
176,,,Folashade Abugan,(51.4e),28.12.90,NGR
177,,,Margaret Etim,(52.5e),28.11.92,NGR
178,,,Bukola Abogunloko,(53.08),18.08.94,NGR
179,,,Ajoke Odumosu,(51.72),27.10.87,NGR
180,37.0,3:28.74,Belarus,,Barcelona,01.08.2010
181,,,Katsiaryna Mishyna,(54.22),15.01.89,BLR
182,,,Alena Kyivich,(51.89),06.10.87,BLR
183,,,Hanna Tashpulatova,(51.44),21.10.87,BLR
184,,,Sviatlana Usovich,(51.19),14.10.80,BLR
185,38.0,3:28.94,Sverdlovskiy region,,Moskva,25.07.2013
186,,,Anna Yagupova,,10.05.84,RUS
187,,,Tatyana Veshkurova,,23.09.81,RUS
188,,,Mariya Savinova,,13.08.85,RUS
189,,,Kseniya Aksyonova,,14.01.88,RUS
