,0,1,2,3,4,5
482,,,Roger Beardmore,(4:04.1),21.06.51,USA
483,,,Steve Wheeler,(4:04.5),52,USA
484,,,Robert Wheeler,(4:03.8),11.01.52,USA
485,98.0,16:22.40,University of Oregon,5,Philadelphia,28.04.2012
486,,,Chad Noelle,(4:09.5),12.04.93,USA
487,,,Travis Stanford,(4:06.3),,USA
488,,,Trevor Dunbar,(4.00.9),29.04.91,USA
489,,,Colby Alexander,(4:05.7),13.06.91,USA
490,99.0,16:22.48,University of Indiana,2,Philadelphia,29.04.2017
491,,,Jason Crist,(4:07.1),16.10.93,USA
492,,,Kyle Mau,(4.06.0),27.08.96,USA
493,,,Matthew Schwartzer,(4:04.2),13.11.93,USA
494,,,Joseph Murphy,(4:05.2),06.10.95,USA
495,10.0,16:22.49,University of Virginia,2,Philadelphia,25.04.2009
496,,,Sintayehu Taye,(4:05.5),06.10.90,ETH
497,,,Kevin Tschirhart,(4:04.7),12.07.87,USA
498,,,Emil Heineking,(4:07.7),29.06.89,USA
499,,,Andrew Jesien,(4:04.6),27.03.87,USA
500,10.0,16:22.57,Georgetown University,6,Philadelphia,24.04.2010
501,,,Alex Mason,(4:05.2),26.01.87,USA
502,,,Alex Bean,(4:04.0),30.03.88,USA
503,,,Dylan Sorensen,(4:10.6),15.05.90,USA
504,,,Andrew Bumbalough,(4:02.8),14.03.87,USA
505,10.0,16:22.6,University of Pennsylvania,1,Philadelphia,01.01.1976
506,,,Dave McKee,,,USA
507,,,Bill Huntley,,,USA
508,,,Tom Murray,,20.02.56,USA
509,,,David Merrick,,22.09.53,USA
510,10.0,16:22.6,Drake University,3,Des Moines,29.04.1977
511,,,Mark Thomas,(4:08.1),,USA
512,,,Dave Bell,(4:04.9),,USA
513,,,Jim Minor,(4:05.9),,USA
514,,,Boyd Nansel,(4:03.7),,USA
515,10.0,16:22.77,Duke University,7,Philadelphia,24.04.2010
516,,,Joshua Lund,(4:06.9),27.04.89,USA
517,,,Ryan McDermott,(4:05.0),24.03.89,USA
518,,,Bo Waggoner,(4:11.4),25.03.89,USA
519,,,Cory Nanni,(3:59.5),17.05.89,USA
520,10.0,16:22.87,Providence College,4,Philadelphia,29.04.2006
521,,,Richard Jones,(4:09.0),06.10.83,NZL
522,,,Martin Fagan,(4:00.4),26.06.83,IRL
523,,,Ahmed Haji,(4:10.8),21.10.86,USA
524,,,Max Smith,(4:02.7),20.10.84,NZL
525,10.0,16:22.95,Providence College,3,Philadelphia,25.04.2009
526,,,Richard Yeates,(4:06.8),01.01.86,IRL
527,,,David McCarthy,(4:02.1),16.07.83,IRL
528,,,Dominic Channon,(4:10.7),28.07.89,NZL
529,,,Hayden McLaren,(4:03.4),11.08.87,NZL
530,10.0,16:23.0,University of Missouri,2,Austin,14.04.1973
531,,,Jerry Watson,(4:09.7),,USA
532,,,Mark Visk,(4:08.4),,USA
533,,,Dave Rogles,(4:03.5),52,USA
534,,,Charlie McMullen,(4:01.2),23.06.51,USA
535,10.0,16:23.01,Middle Tennessee State Univ,3,Philadelphia,29.04.2017
536,,,Kigen Chemadi,(4:07.1),01.05.96,KEN
537,,,Jacob Choge,(4.04.1),10.07.96,KEN
538,,,Geoffry Cheruiyot,(4:10.0),94,KEN
539,,,Sampson Laari,(4:01.8),03.03.93,GHA
540,10.0,16:23.16,Stanford University,3,Philadelphia,25.04.1998
541,,,Michael Stember,(4:05.9),30.01.78,USA
542,,,Jonathan Riley,(4:03.5),29.12.78,USA
543,,,Jason Lunn,(4:11.4),19.07.74,USA
544,,,Gabe Jennings,(4:02.4),25.01.79,USA
545,11.0,16:23.2,Oklahoma State University,3,Austin,14.04.1973
546,,,Charles Boatright,??,,USA
547,,,John Holderman,,,USA
548,,,John Halberstadt,(4:04.7),02.10.49,RSA
549,,,Mike Manke,(4:01.4),15.03.52,USA
550,11.0,16:23.2,Michigan State University,3,Knoxville,15.04.1977
551,,,Chris Pullom,(4:09.5),,USA
552,,,Keith Moore,(4:07.6),,USA
553,,,Stan Mavis,(4:02.4),26.02.55,USA
554,,,Herb Lindsay,(4:03.7),12.11.54,USA
555,11.0,16:23.35,University of Arkansas,1,Des Moines,30.04.2001
556,,,Murray Link,(4:06.5),20.01.77,CAN
557,,,Daniel Lincoln,(4:05.7),22.10.80,USA
558,,,Ryan Travis,(4:04.1),19.12.78,USA
559,,,Sharif Karie,(4:07.1),01.01.78,SOM
560,11.0,16:23.35,University of Wisconsin,2,Philadelphia,28.04.2007
561,,,Brendon Bethke,(4:07.1),19.01.87,USA
562,,,Craig Miller,(4:03.6),03.08.87,USA
563,,,John Bolas,(4:07.7),01.11.87,USA
564,,,Chris Solinsky,(4:05.0),05.12.84,USA
565,11.0,16:23.6,Villanova University,1,Modesto,23.05.1970
566,,,Dave Wright,(4:05.5),,GBR
567,,,Dick Buerkle,(4:05.5),03.09.47,USA
568,,,Chris Mason,(4:03.3),05.12.48,GBR
569,,,Marty Liquori,(4:09.3),11.09.49,USA
570,11.0,16:23.7,Murray State University,4,Knoxville,15.04.1977
571,,,Richard Charleston,(4:08.9),24.07.55,GBR
572,,,Tony Keener,(4:09.4),,USA
573,,,David Warren,(4:03.0),11.02.56,GBR
574,,,Martyn Brewer,(4:02.4),07.10.56,GBR
575,11.0,16:23.75,Villanova University,1,Philadelphia,28.04.2018
576,,,Logan Wetzel,(4.09.0),13.11.96,USA
577,,,Ben Malone,(4:04.6),13.11.94,USA
578,,,Andrew Martson,(4:05.7),22.09.96,USA
579,,,Casey Comber,(4.04.5),04.11.96,USA
580,11.0,16:23.8,New Zealand,1,Dublin,17.07.1961
581,,,Gary Philpott,(4:12.9),11.06.40,NZL
582,,,Murray Halberg,(4:02.5),07.07.33,NZL
583,,,Barry Magee,(4:07.2),06.02.34,NZL
584,,,Peter Snell,(4:01.2),17.12.38,NZL
585,11.0,16:23.8,Kansas State University,1,Des Moines,26.04.1974
586,,,Anthony Settle,(4:06.8),09.12.53,GBR
587,,,Keith Palmer,(4:04.4),11.04.54,USA
588,,,Don Akin,(4:02.8),,USA
589,,,Jeff Schemmel,(4:09.8),19.02.54,USA
590,11.0,16:24.0,Bowling Green State Univ.,1,Lawrence,20.04.1973
591,,,Steve Danforth,(4:10.0),,USA
592,,,Bruce Vermilyea,(4:07.2),,USA
593,,,Craig MacDonald,(4:04.9),,USA
594,,,David Wottle,(4:01.9),07.08.50,USA
595,12.0,16:24.04,Indiana University,1,Des Moines,25.04.1986
596,,,Martin Bassett,(4:07.4),,USA
597,,,Bernard White,(4:05.3),,USA
598,,,Mark Deady,(4:04.7),02.10.67,USA
599,,,Terry Brahm,(4:01.0),21.11.62,USA
600,12.0,16:24.1,Oregon Track Club,1,Gainesville,29.03.1980
601,,,Mike Peterson,(4:08.9),,USA
602,,,Rudy Chapa,(4:02.0),07.11.57,USA
603,,,Don Clary,(4:06.6),29.07.57,USA
604,,,Matt Centrowitz,(4:06.6),28.01.55,USA
605,12.0,16:24.22,Georgetown University,2,Philadelphia,28.04.2018
606,,,Jack Salisbury,(4:10.4),05.01.98,USA
607,,,Nicholas Wareham,(4:03.6),,USA
608,,,Spencer Brown,(4.03.8),23.07.97,USA
609,,,Amos Bartelsmeyer,(4.06.4),25.07.94,USA
610,12.0,16:24.24,Providence College,8,Philadelphia,24.04.2010
611,,,Richard Yeates,,01.01.86,IRL
612,,,Dominic Channon,,28.07.89,NZL
613,,,Julian Matthews,,21.07.88,NZL
614,,,Hayden McLaren,,11.08.87,NZL
615,12.0,16:24.4,Kansas State University,4,Austin,14.04.1973
616,,,John Feltner,(4:06.5),,USA
617,,,Keith Palmer,(4:08.2),11.04.54,USA
618,,,Jeff Schemmel,(4:05.7),19.02.54,USA
619,,,Anthony Settle,(4:03.9),09.12.53,GBR
620,12.0,16:24.43,Georgetown University,7,Philadelphia,27.04.2013
621,,,Bobby Peavey,(4:08.6),13.03.91,USA
622,,,Andrew Springer,(4.03.8),10.03.91,USA
623,,,Michael Lederhouse,(4.03.7),,USA
624,,,Billy Ledder,(4:08.3),26.06.92,USA
625,12.0,16:24.46,Western Kentucky University,4,Des Moines,25.04.1980
626,,,Dave Murphy,(4:04.7),04.03.57,GBR
627,,,Eric Grumbach,(4:08.3),,USA
628,,,Larry Cuzzort,(4:04.7),20.07.58,USA
629,,,Ron Becht,(4:01.0),25.02.58,CAN
630,12.0,16:24.47,University of Arkansas,1,Austin,07.04.1984
631,,,David Swain,(4:07.1),21.12.61,GBR
632,,,Keith Iovine,(4:05.6),10.01.63,USA
633,,,Gary Taylor,(4:00.8),01.06.63,GBR
634,,,Tom Moloney,(4:05.0),11.03.60,IRL
635,12.0,16:24.5,Bowling Green State Univ.,5,Knoxville,15.04.1977
636,,,Kevin Ryan,(4:03.5),01.02.57,USA
637,,,Steve Housley,(4:12.0),,USA
638,,,Gary Desjardins,(4:02.7),,USA
639,,,John Anich,(4:07.1),01.06.58,USA
640,12.0,16:24.52,England,3,Dublin,17.08.1985
641,,,Pat Chesters,,11.11.63,GBR
642,,,Ashworth Laukam,,01.03.61,GBR
643,,,Alan Salter,,22.04.60,GBR
644,,,Gary Couch,,22.10.63,GBR
645,13.0,16:24.6,Oklahoma State University,2,Lawrence,20.04.1973
646,,,Charles Boatright,(4:10.7),,USA
647,,,John Holderman,(4:07.4),,USA
648,,,John Halberstadt,(4:02.7),02.10.49,RSA
649,,,Mike Manke,(4:04.0),15.03.52,USA
650,13.0,16:24.8,Northern Counties,2,Dublin,17.07.1961
651,,,Stanley Taylor,(4:10.0),18.04.37,GBR
652,,,John Anderson,(4:05.0),26.03.36,GBR
653,,,Alan Simpson,(4:05.0),22.05.40,GBR
654,,,Brian Hall,(4:04.8),20.08.37,GBR
655,13.0,16:24.9',University of Arkansas,2,Austin,03.04.1980
656,,,Mark Muggleton,(4:06.6),02.02.59,USA
657,,,David Taylor,(4:01.7),07.03.59,IRL
658,,,Mike Anderson,(4:07.9),15.03.62,USA
659,,,Frank O'Mara,(4:02.9),17.07.60,IRL
660,13.0,16:24.92,Illinois State University,1,Des Moines,26.04.1985
661,,,Darryl Frerker,(4:04.2),23.10.63,USA
662,,,Peter Palumbo,(4:09.4),,USA
663,,,Dedrick Flowers,(4:07.6),,USA
664,,,Greg Love,(3:57.9),,USA
