,0,1,2,3,4,5
65,14.0,3:18.43,Soviet Union,1,Tokyo,01.09.1991
66,,,Tatyana Ledovskaya,(51.7),21.05.66,BLR
67,,,Lyudmila Dzhigalova,(49.2),22.01.62,UKR
68,,,Olga Nazarova II,(48.87),01.06.65,RUS
69,,,Olga Bryzgina,(48.67),30.06.63,UKR
70,15.0,3:18.54,United States,1,Beijing,23.08.2008
71,,,Mary Wineberg,(51.00e,03.01.80,USA
72,,,Allyson Felix,(48.55e,18.11.85,USA
73,,,Monique Henderson,(50.06),18.02.83,USA
74,,,Sanya Richards-Ross,(48.93),26.02.85,USA
75,16.0,3:18.55,United States,1,Osaka,02.09.2007
76,,,Dee Dee Trotter,(51.39),08.12.82,USA
77,,,Allyson Felix,(48.01),18.11.85,USA
78,,,Mary Wineberg,(50.24),03.01.80,USA
79,,,Sanya Richards-Ross,(48.91),26.02.85,USA
80,17.0,3:18.58,Soviet Union,1,Moskva,18.08.1985
81,,,Irina Nazarova,,31.07.57,RUS
82,,,Nadezhda Olizarenko,,28.11.53,UKR
83,,,Mariya Pinigina,,09.02.58,UKR
84,,,Olga Bryzgina,,30.06.63,UKR
85,18.0,3:18.63,German Democratic Republic,1,Roma,06.09.1987
86,,,Dagmar Neubauer,(51.4),03.06.62,GER
87,,,Kirsten Emmelmann,(49.1),19.04.61,GDR
88,,,Petra Schersing,(48.64),18.07.65,GER
89,,,Sabine Busch,(49.48),21.11.62,GER
90,19.0,3:18.71,Jamaica,2,Daegu,03.09.2011
91,,,Rosemarie Whyte,(50.0),08.09.86,JAM
92,,,Davita Prendagast,(49.6),16.12.84,JAM
93,,,Novlene Williams-Mills,(49.84),26.04.82,JAM
94,,,Shericka Williams,(49.22),17.09.85,JAM
95,20.0,3:18.92,United States,1,Ad-Dawhah,06.10.2019
96,,,Phyllis Francis,(50.5),04.05.92,USA
97,,,Sydney McLaughlin,(48.8),07.08.99,USA
98,,,Dalilah Muhammad,(49.43),07.02.90,USA
99,,,Wadeline Jonathas,(50.20),19.02.98,USA
100,21.0,3:19.01,United States,1,Athínai,28.08.2004
101,,,Dee Dee Trotter,(49.8),08.12.82,USA
102,,,Monique Henderson,(49.7),18.02.83,USA
103,,,Sanya Richards-Ross,(49.81),26.02.85,USA
104,,,Monique Hennagan,(49.73),26.05.76,USA
105,22.0,3:19.02,United States - Red,1,London,13.08.2017
106,,,Quanera Hayes,(50.6),07.03.92,USA
107,,,Allyson Felix,(48.7),18.11.85,USA
108,,,Shakima Wimbley,(49.58),23.04.95,USA
109,,,Phyllis Francis,(50.28),04.05.92,USA
110,23.0,3:19.04,German Democratic Republic,1,Athínai,11.09.1982
111,,,Kirsten Emmelmann,(51.0),19.04.61,GDR
112,,,Sabine Busch,(50.0),21.11.62,GER
113,,,Dagmar Neubauer,(50.2),03.06.62,GER
114,,,Marita Koch,(47.9),18.02.57,GDR
115,24.0,3:19.06,United States,1,Rio de Jane,20.08.2016
116,,,Courtney Okolo,(50.3),15.03.94,USA
117,,,Natasha Hastings,(49.2),23.07.86,USA
118,,,Phyllis Francis,(49.82),04.05.92,USA
119,,,Allyson Felix,(49.66),18.11.85,USA
120,25.0,3:19.12,Soviet Union,1,Praha,18.08.1984
121,,,Irina Baskakova,,25.08.56,RUS
122,,,Irina Nazarova,,31.07.57,RUS
123,,,Mariya Pinigina,,09.02.58,UKR
124,,,Olga Bryzgina,,30.06.63,UKR
125,26.0,3:19.13,Jamaica,1,Beijing,30.08.2015
126,,,Christine Day,(50.5),23.08.86,JAM
127,,,Shericka Jackson,(49.4),16.07.94,JAM
128,,,Stephenie Ann McPherson,(50.19),25.11.88,JAM
129,,,Novlene Williams-Mills,(49.14),26.04.82,JAM
130,27.0,3:19.23,German Democratic Republic,1,Montréal,31.07.1976
131,,,Doris Maletzki,(50.5),11.06.52,GDR
132,,,Brigitte Rohde,(49.5),08.10.54,GDR
133,,,Ellen Streidt,(49.5),27.07.52,GDR
134,,,Christina Lathan,(49.7),28.02.58,GDR
135,28.0,3:19.39,United States,1,Nassau,03.05.2015
136,,,Phyllis Francis,(51.40),04.05.92,USA
137,,,Natasha Hastings,(49.93),23.07.86,USA
138,,,Sanya Richards-Ross,(48.79),26.02.85,USA
139,,,Francena McCorory,(49.27),20.10.88,USA
140,29.0,3:19.44,United States,2,Beijing,30.08.2015
141,,,Sanya Richards-Ross,(51.5),26.02.85,USA
142,,,Natasha Hastings,(50.4),23.07.86,USA
143,,,Allyson Felix,(47.72),18.11.85,USA
144,,,Francena McCorory,(49.93),20.10.88,USA
145,30.0,3:19.49,German Democratic Republic,1,Canberra,04.10.1985
146,,,Kirsten Emmelmann,(51.6),19.04.61,GDR
147,,,Sabine Busch,(50.2),21.11.62,GER
148,,,Dagmar Neubauer,(49.8),03.06.62,GER
149,,,Marita Koch,(47.9),18.02.57,GDR
150,31.0,3:19.50,Soviet Union,2,Roma,06.09.1987
151,,,Aelita Yurchenko,(51.2),01.01.65,UKR
152,,,Olga Nazarova II,(50.2),01.06.65,RUS
153,,,Mariya Pinigina,(49.09),09.02.58,UKR
154,,,Olga Bryzgina,(49.03),30.06.63,UKR
155,32.0,3:19.60,United States - A,1,Walnut,25.07.1984
156,,,Lillie Leatherwood,,06.07.64,USA
157,,,Sherri Howard,,01.06.62,USA
158,,,Valerie Brisco,,06.07.60,USA
159,,,Chandra Cheeseborough,,10.01.59,USA
160,33.0,3:19.62,German Democratic Republic,1,Torino,05.08.1979
161,,,Gabriele Kotte,,12.12.58,GDR
162,,,Christina Lathan,,28.02.58,GDR
163,,,Brigitte Rohde,,08.10.54,GDR
164,,,Marita Koch,,18.02.57,GDR
165,34.0,3:19.66,German Democratic Republic,1,Düsseldorf,20.06.1988
166,,,Sabine Busch,,21.11.62,GER
167,,,Kirsten Emmelmann,,19.04.61,GDR
168,,,Dagmar Neubauer,,03.06.62,GER
169,,,Petra Schersing,,18.07.65,GER
170,35.0,3:19.73,German Democratic Republic,1,Helsinki,14.08.1983
171,,,Kerstin Walther,(50.95),15.04.61,GDR
172,,,Sabine Busch,(49.45),21.11.62,GER
173,,,Marita Koch,(48.55),18.02.57,GDR
174,,,Dagmar Neubauer,(50.78),03.06.62,GER
175,35.0,3:19.73,Jamaica,2,Osaka,02.09.2007
176,,,Shericka Williams,(50.56),17.09.85,JAM
177,,,Shereefa Lloyd,(50.05),02.09.82,JAM
178,,,Davita Prendagast,(50.23),16.12.84,JAM
179,,,Novlene Williams-Mills,(48.93),26.04.82,JAM
180,37.0,3:19.83,German Democratic Republic,1,Zagreb,16.08.1981
181,,,Dagmar Neubauer,,03.06.62,GER
182,,,Martina Steuk,,11.11.59,GDR
183,,,Bärbel Wöckel,(48.9),21.03.55,GDR
184,,,Marita Koch,,18.02.57,GDR
185,38.0,3:19.84,Americas,1,Athínai,17.09.2006
186,,,Shericka Williams,(50.5e),17.09.85,JAM
187,,,Tonique Williams-Darling,(49.6e),17.01.76,BAH
188,,,Christiane Amertil,(50.03),18.08.79,BAH
189,,,Novlene Williams-Mills,(49.68),26.04.82,JAM
190,39.0,3:20.04,Great Britain & N.I.,3,Osaka,02.09.2007
191,,,Christine Ohuruogu,(50.73),17.05.84,GBR
192,,,Marilyn Okoro,(50.44),23.09.84,GBR
193,,,Lee McConnell,(50.17),09.10.78,GBR
194,,,Nicola Sanders,(48.76),23.06.82,GBR
195,40.0,3:20.10,German Democratic Republic,2,Moskva,18.08.1985
196,,,Kirsten Emmelmann,,19.04.61,GDR
197,,,Sabine Busch,,21.11.62,GER
198,,,Dagmar Neubauer,,03.06.62,GER
199,,,Petra Schersing,,18.07.65,GER
200,41.0,3:20.12,Soviet Union,1,Moskva,01.08.1980
201,,,Tatyana Prorochenko,(50.40),15.03.52,UKR
202,,,Tatyana Goyshchik,(50.80),06.07.52,RUS
203,,,Nina Zyuskova,(49.97),15.05.52,UKR
204,,,Irina Nazarova,(48.95),31.07.57,RUS
205,42.0,3:20.15,United States,2,Tokyo,01.09.1991
206,,,Rochelle Stevens,(50.8),08.09.66,USA
207,,,Diane Dixon,(49.7),23.09.64,USA
208,,,Jearl Miles-Clark,(49.24),04.09.66,USA
209,,,Lillie Leatherwood,(50.38),06.07.64,USA
210,43.0,3:20.16,Russia,2,Athínai,28.08.2004
211,,,Olesya Krasnomovets,(50.7),08.07.79,RUS
212,,,Natalya Nazarova,(50.0),22.05.79,RUS
213,,,Oleysa Zykina,(50.09),07.10.80,RUS
214,,,Natalya Antyukh,(49.43),26.06.81,RUS
215,44.0,3:20.20,Commonwealth of Indepe. St,1,Barcelona,08.08.1992
216,,,Yelena Ruzina,(51.5),23.07.64,RUS
217,,,Lyudmila Dzhigalova,(50.1),22.01.62,UKR
218,,,Olga Nazarova II,(49.1),01.06.65,RUS
219,,,Olga Bryzgina,(49.5),30.06.63,UKR
220,45.0,3:20.21,German Democratic Republic,1,Erfurt,23.06.1985
221,,,Kirsten Emmelmann,(49.9),19.04.61,GDR
222,,,Sabine Busch,(50.6),21.11.62,GER
223,,,Petra Schersing,(49.6),18.07.65,GER
224,,,Dagmar Neubauer,(50.2),03.06.62,GER
225,46.0,3:20.23,German Democratic Republic,1,Karl-Marx-S,10.07.1982
226,,,Kirsten Emmelmann,,19.04.61,GDR
227,,,Sabine Busch,,21.11.62,GER
228,,,Dagmar Neubauer,,03.06.62,GER
229,,,Marita Koch,,18.02.57,GDR
230,47.0,3:20.25,Russia,4,Osaka,02.09.2007
231,,,Lyudmila Litvinova,(51.1),08.06.85,RUS
232,,,Natalya Nazarova,(50.0),22.05.79,RUS
233,,,Tatyana Veshkurova,(49.79),23.09.81,RUS
234,,,Natalya Antyukh,(49.40),26.06.81,RUS
235,48.0,3:20.32,Czechoslovakia,2,Helsinki,14.08.1983
236,,,Tatána Kocembová,(48.93),02.05.62,CZE
237,,,Milena Strnadová,(52.13),23.05.61,CZE
238,,,Zuzana Moravciková,(51.51),30.12.56,CZE
239,,,Jarmila Kratochvílová,(47.75),26.01.51,CZE
240,48.0,3:20.32,Russia,1h1,Helsinki,13.08.2005
241,,,Olesya Krasnomovets,(50.1),08.07.79,RUS
242,,,Natalya Antyukh,(49.4),26.06.81,RUS
243,,,Tatyana Firova,(50.09),10.10.82,RUS
244,,,Oleysa Zykina,(50.78),07.10.80,RUS
245,50.0,3:20.34,Jamaica,2,Rio de Jane,20.08.2016
246,,,Stephenie Ann McPherson,(50.6),25.11.88,JAM
247,,,Anneisha McLaughlin-Whilby,(49.6),06.01.86,JAM
248,,,Shericka Jackson,(49.47),16.07.94,JAM
249,,,Novlene Williams-Mills,(50.52),26.04.82,JAM
250,51.0,3:20.35,German Democratic Republic,2,Moskva,01.08.1980
251,,,Gabriele Kotte,(50.97),12.12.58,GDR
252,,,Barbara Krug,(50.43),06.05.56,GDR
253,,,Christina Lathan,(50.68),28.02.58,GDR
254,,,Marita Koch,(48.27),18.02.57,GDR
255,52.0,3:20.37,German Democratic Republic,1,Montréal,24.08.1979
256,,,Gabriele Kotte,(51.3),12.12.58,GDR
257,,,Christina Lathan,(49.8),28.02.58,GDR
258,,,Brigitte Rohde,(51.1),08.10.54,GDR
259,,,Marita Koch,(48.2),18.02.57,GDR
260,53.0,3:20.39,Soviet Union,2,Torino,05.08.1979
261,,,Irina Nazarova,,31.07.57,RUS
262,,,Nina Zyuskova,,15.05.52,UKR
263,,,Tatyana Prorochenko,,15.03.52,UKR
264,,,Mariya Pinigina,,09.02.58,UKR
265,54.0,3:20.40,Jamaica,2,Beijing,23.08.2008
266,,,Shericka Williams,(50.88e,17.09.85,JAM
267,,,Shereefa Lloyd,(49.32e,02.09.82,JAM
268,,,Rosemarie Whyte,(50.34),08.09.86,JAM
269,,,Novlene Williams-Mills,(49.86),26.04.82,JAM
270,55.0,3:20.41,Soviet Union,1,Praha,28.06.1987
271,,,Vineta Ikauniece,(50.84),04.12.62,LAT
272,,,Mariya Pinigina,(49.81),09.02.58,UKR
273,,,Lyudmila Dzhigalova,(50.70),22.01.62,UKR
274,,,Olga Nazarova II,(49.06),01.06.65,RUS
275,55.0,3:20.41,United States,1,Moskva,17.08.2013
276,,,Jessica Beard,(50.6),08.01.89,USA
277,,,Natasha Hastings,(50.1),23.07.86,USA
278,,,Ashley Spencer,(50.44),06.06.93,USA
279,,,Francena McCorory,(49.25),20.10.88,USA
280,57.0,3:20.53,Poland,2,Tokyo,07.08.2021
281,,,Natalia Kaczmarek,(50.2),17.01.98,POL
282,,,Iga Baumgart-Witan,(49.9),11.04.89,POL
283,,,Malgorzata Holub-Kowalik,(4.98),30.10.92,POL
284,,,Justyna Swiety-Ersetic,(50.44),03.12.92,POL
285,58.0,3:20.60,Soviet Union,2,Canberra,04.10.1985
286,,,Tatyana Alekseyeva,(53.1),07.10.63,RUS
287,,,Irina Nazarova,(49.9),31.07.57,RUS
288,,,Mariya Pinigina,(48.7),09.02.58,UKR
289,,,Olga Bryzgina,(49.0),30.06.63,UKR
290,58.0,3:20.60,German Democratic Republic,2,Praha,28.06.1987
291,,,Kirsten Emmelmann,(51.18),19.04.61,GDR
292,,,Sabine Busch,(49.89),21.11.62,GER
293,,,Heike Drechsler,(49.98),16.12.64,GER
294,,,Petra Schersing,(49.55),18.07.65,GER
295,60.0,3:20.62,German Democratic Republic,1,Roma,04.09.1981
296,,,Dagmar Neubauer,(52.4),03.06.62,GER
297,,,Martina Steuk,(50.6),11.11.59,GDR
298,,,Bärbel Wöckel,(49.0),21.03.55,GDR
299,,,Marita Koch,(48.7),18.02.57,GDR
300,61.0,3:20.65,Jamaica,1,Edmonton,12.08.2001
301,,,Sandie Richards,(50.9),06.11.68,JAM
302,,,Catherine Scott,(50.1),27.08.73,JAM
303,,,Debbie-Ann Parris,(49.70),24.03.73,JAM
304,,,Lorraine Fenton,(49.95),08.09.73,JAM
305,62.0,3:20.69,United States,2,Athínai,17.09.2006
306,,,Dee Dee Trotter,(50.7e),08.12.82,USA
307,,,Monique Henderson,(49.5e),18.02.83,USA
308,,,Moushami Robinson,(51.07),13.04.81,USA
309,,,Lashinda Demus,(49.38),10.03.83,USA
310,63.0,3:20.74,Jamaica,2,Eugene,24.07.2022
311,,,Candice McLeod,(50.76),15.11.96,JAM
312,,,Janieve Russell,(49.90),14.11.93,JAM
313,,,Stephenie Ann McPherson,(49.95),25.11.88,JAM
314,,,Charokee Young,(50.13),21.08.00,JAM
315,64.0,3:20.75,Soviet Union,1h1,Roma,05.09.1987
316,,,Aelita Yurchenko,(50.43),01.01.65,UKR
317,,,Olga Nazarova II,(50.42),01.06.65,RUS
318,,,Mariya Pinigina,(49.80),09.02.58,UKR
319,,,Olga Bryzgina,(50.10),30.06.63,UKR
320,65.0,3:20.79,Czechoslovakia,1,London,21.08.1983
321,,,Zuzana Moravciková,,30.12.56,CZE
322,,,Milena Strnadová,,23.05.61,CZE
323,,,Tatána Kocembová,(48.4),02.05.62,CZE
324,,,Jarmila Kratochvílová,(47.9),26.01.51,CZE
325,66.0,3:20.86,United States,1h2,Tokyo,05.08.2021
326,,,Kaylin Whitney,(50.7),09.03.98,USA
327,,,Wadeline Jonathas,(49.6),19.02.98,USA
328,,,Kendall Ellis,(50.06),08.03.96,USA
329,,,Lynna Irby-Jackson,(50.34),06.12.98,USA
330,67.0,3:20.87,The Netherlands,1,München,20.08.2022
331,,,Eveline Saalberg,(51.9),30.07.98,NED
332,,,Lieke Klaver,(49.2),20.08.98,NED
333,,,Lisanne de Witte,(51.26),10.09.92,NED
334,,,Femke Bol,(48.52),23.02.00,NED
335,68.0,3:20.88,United States 2,1,München,08.08.2004
336,,,Moushami Robinson,,13.04.81,USA
337,,,Lashinda Demus,,10.03.83,USA
338,,,Sheena Tosta,,01.10.82,USA
339,,,Monique Henderson,(49.0),18.02.83,USA
340,69.0,3:20.91,United States,1,Atlanta,03.08.1996
341,,,Rochelle Stevens,(51.68),08.09.66,USA
342,,,Maicel Malone,(50.27),12.06.69,USA
343,,,Kim Graham,(49.49),26.03.71,USA
344,,,Jearl Miles-Clark,(49.47),04.09.66,USA
345,70.0,3:20.92,United States,2,Barcelona,08.08.1992
346,,,Natasha Kaiser-Brown,(51.4),14.05.67,USA
347,,,Gwen Torrence,(49.8),12.06.65,USA
348,,,Jearl Miles-Clark,(49.5),04.09.66,USA
349,,,Rochelle Stevens,(50.2),08.09.66,USA
350,70.0,3:20.92,Germany,1,Athínai,10.08.1997
351,,,Anke Feller,(52.09),26.09.71,GER
352,,,Uta Rohländer-Fromm,(49.63),30.06.69,GER
353,,,Anja Rücker,(50.47),20.12.72,GER
354,,,Grit Breuer,(48.73),16.02.72,GER
355,72.0,3:20.93,Americas,1,Marrakesh,14.09.2014
356,,,Christine Day,(51.3e),23.08.86,JAM
357,,,Francena McCorory,(50.1e),20.10.88,USA
358,,,Stephenie Ann McPherson,(49.72),25.11.88,JAM
359,,,Novlene Williams-Mills,(49.86),26.04.82,JAM
360,73.0,3:20.94,Russia,1h2,Daegu,02.09.2011
361,,,Kseniya Ryzhova,(51.4),19.04.87,RUS
362,,,Kseniya Zadorina,(49.8),02.03.87,RUS
363,,,Lyudmila Litvinova,(49.55),08.06.85,RUS
364,,,Antonina Krivoshapka,(50.28),21.07.87,RUS
365,74.0,3:20.95,Russia,1,Helsinki,14.08.2005
366,,,Yuliya Pechonkina,(51.3e),21.04.78,RUS
367,,,Olesya Krasnomovets,(49.5e),08.07.79,RUS
368,,,Natalya Antyukh,(49.72),26.06.81,RUS
369,,,Svetlana Pospelova,(50.42),24.12.79,RUS
370,74.0,3:20.95,Jamaica,2,London,11.08.2012
371,,,Christine Day,(51.1),23.08.86,JAM
372,,,Rosemarie Whyte,(50.1),08.09.86,JAM
373,,,Shericka Williams,(50.29),17.09.85,JAM
374,,,Novlene Williams-Mills,(49.46),26.04.82,JAM
375,76.0,3:21.02,German Democratic Republic,1,Split,01.09.1990
376,,,Manuela Derr,(51.6),17.07.71,GER
377,,,Annette Hesselbarth,(50.4),04.06.66,GER
378,,,Petra Schersing,(49.9),18.07.65,GER
379,,,Grit Breuer,(49.06),16.02.72,GER
380,77.0,3:21.03,United States,2,Athínai,10.08.1997
381,,,Maicel Malone,(51.2),12.06.69,USA
382,,,Kim Graham,(50.2),26.03.71,USA
383,,,Kim Batten,(50.51),29.03.69,USA
384,,,Jearl Miles-Clark,(49.19),04.09.66,USA
385,78.0,3:21.04,United States,3,Roma,06.09.1987
386,,,Diane Dixon,(50.9),23.09.64,USA
387,,,Denean Hill,(50.3),05.10.64,USA
388,,,Valerie Brisco,(49.97),06.07.60,USA
389,,,Lillie Leatherwood,(49.86),06.07.64,USA
390,78.0,3:21.04,Nigeria,2,Atlanta,03.08.1996
391,,,Olabisi Afolabi,(51.13),31.10.75,NGR
392,,,Fatima Yusuf,(49.72),02.05.71,NGR
393,,,Charity Opara,(51.29),20.05.72,NGR
394,,,Falilat Ogunkoya,(48.90),05.12.68,NGR
395,80.0,3:21.14,Germany,3,Atlanta,03.08.1996
396,,,Uta Rohländer-Fromm,(51.72),30.06.69,GER
397,,,Linda Kisabaka,(50.43),09.04.69,GER
398,,,Anja Rücker,(50.36),20.12.72,GER
399,,,Grit Breuer,(48.63),16.02.72,GER
400,81.0,3:21.15,Jamaica,2,Berlin,23.08.2009
401,,,Rosemarie Whyte,(51.38),08.09.86,JAM
402,,,Novlene Williams-Mills,(49.64),26.04.82,JAM
403,,,Shereefa Lloyd,(50.09),02.09.82,JAM
404,,,Shericka Williams,(50.04),17.09.85,JAM
405,82.0,3:21.16,Soviet Union,3,Helsinki,14.08.1983
406,,,Yelena Didilenko,(51.51),20.04.61,RUS
407,,,Marina Kharlamova,(49.84),24.05.62,RUS
408,,,Irina Baskakova,(50.38),25.08.56,RUS
409,,,Mariya Pinigina,(49.79),09.02.58,UKR
410,83.0,3:21.18,United States - Red,1rA,Philadelphi,28.04.2012
411,,,Francena McCorory,,20.10.88,USA
412,,,Allyson Felix,,18.11.85,USA
413,,,Natasha Hastings,(50.3),23.07.86,USA
414,,,Sanya Richards-Ross,(49.5),26.02.85,USA
415,84.0,3:21.20,German Democratic Republic,1,Praha,03.09.1978
416,,,Christiane Marquardt,,13.11.58,GDR
417,,,Barbara Krug,,06.05.56,GDR
418,,,Christina Lathan,,28.02.58,GDR
419,,,Marita Koch,,18.02.57,GDR
420,85.0,3:21.21,Canada,2,Los Angeles,11.08.1984
421,,,Charmaine Crooks,(50.30),08.08.62,CAN
422,,,Jillian Richardson,(50.22),10.03.65,CAN
423,,,Molly Killingbeck,(50.62),03.02.59,CAN
424,,,Marita Payne,(50.07),07.10.60,CAN
425,85.0,3:21.21,Russia,3,Athínai,17.09.2006
426,,,Svetlana Pospelova,(51.1),24.12.79,RUS
427,,,Olga Kotlyarova,(50.6),12.04.76,RUS
428,,,Yuliya Pechonkina,(49.82),21.04.78,RUS
429,,,Tatyana Veshkurova,(49.69),23.09.81,RUS
430,87.0,3:21.22,United States,1,Moskva,08.07.1986
431,,,Chandra Cheeseborough,,10.01.59,USA
432,,,Brenda Cliette,,05.09.63,USA
433,,,Lillie Leatherwood,(49.6),06.07.64,USA
434,,,Diane Dixon,(49.8),23.09.64,USA
435,88.0,3:21.24,Jamaica,3,Tokyo,07.08.2021
436,,,Roneisha McGregor,(50.6),09.10.97,JAM
437,,,Janieve Russell,(50.0),14.11.93,JAM
438,,,Shericka Jackson,(50.18),16.07.94,JAM
439,,,Candice McLeod,(50.35),15.11.96,JAM
440,89.0,3:21.25,Germany,3,Tokyo,01.09.1991
441,,,Uta Rohländer-Fromm,(52.0),30.06.69,GER
442,,,Katrin Krabbe,(49.8),22.11.69,GER
443,,,Christine Wachtel,(50.76),06.01.65,GER
444,,,Grit Breuer,(48.65),16.02.72,GER
445,90.0,3:21.30,Jamaica,3,Athínai,10.08.1997
446,,,Inez Turner,(52.4),03.12.72,JAM
447,,,Lorraine Fenton,(49.9),08.09.73,JAM
448,,,Deon Hemmings,(49.58),09.10.68,JAM
449,,,Sandie Richards,(49.45),06.11.68,JAM
450,91.0,3:21.42,United States,1h1,Rio de Jane,19.08.2016
451,,,Courtney Okolo,(50.7),15.03.94,USA
452,,,Taylor Ellis-Watson,(50.4),06.05.93,USA
453,,,Francena McCorory,(49.68),20.10.88,USA
454,,,Phyllis Francis,(50.53),04.05.92,USA
455,92.0,3:21.57,Russia,4,Athínai,10.08.1997
456,,,Tatyana Chebykina,(51.2),22.11.68,RUS
457,,,Olga Kotlyarova,(49.8),12.04.76,RUS
458,,,Yekaterina Kulikova,(50.43),07.11.68,RUS
459,,,Tatyana Alekseyeva,(50.17),07.10.63,RUS
460,93.0,3:21.66,United States,1h1,London,12.08.2017
461,,,Quanera Hayes,(50.5),07.03.92,USA
462,,,Kendall Ellis,(50.9),08.03.96,USA
463,,,Shakima Wimbley,(49.41),23.04.95,USA
464,,,Natasha Hastings,(50.80),23.07.86,USA
465,94.0,3:21.68,Poland,2,München,20.08.2022
466,,,Anna Kielbasinska,(51.1),26.06.90,POL
467,,,Iga Baumgart-Witan,(50.6),11.04.89,POL
468,,,Justyna Swiety-Ersetic,(50.67),03.12.92,POL
469,,,Natalia Kaczmarek,(49.28),17.01.98,POL
470,95.0,3:21.69,Jamaica,4,Atlanta,03.08.1996
471,,,Merlene Frazer,(51.42),27.12.73,JAM
472,,,Sandie Richards,(50.72),06.11.68,JAM
473,,,Juliet Campbell,(50.21),17.03.70,JAM
474,,,Deon Hemmings,(49.34),09.10.68,JAM
475,96.0,3:21.71,Soviet Union,2,London,21.08.1983
476,,,Yelena Didilenko,,20.04.61,RUS
477,,,Marina Kharlamova,,24.05.62,RUS
478,,,Irina Baskakova,,25.08.56,RUS
479,,,Mariya Pinigina,(49.6),09.02.58,UKR
480,97.0,3:21.73,United States,1rA,Nassau,25.05.2014
481,,,Dee Dee Trotter,(50.7),08.12.82,USA
482,,,Sanya Richards-Ross,(50.4),26.02.85,USA
483,,,Natasha Hastings,(50.0),23.07.86,USA
484,,,Joanna Atkins,(50.6),31.01.89,USA
485,98.0,3:21.74,Great Britain & N.I.,3,München,20.08.2022
