,0,1,2,3,4,5
68,,,Shawn Crawford,,14.01.78,USA
69,,,Justin Gatlin,,10.02.82,USA
70,15.0,38.38,United States - Blue,,Philadelphia,27.04.2002
71,,,Mickey Grimes,,10.10.76,USA
72,,,Bernard Williams,,19.01.78,USA
73,,,Coby Miller,,19.10.76,USA
74,,,Tim Montgomery,,28.01.75,USA
75,16.0,38.47,Canada,,Roma,06.09.1987
76,,,Ben Johnson,,30.12.61,CAN
77,,,Atlee Mahorn,,27.10.65,CAN
78,,,Desai Williams,,12.06.59,CAN
79,,,Mike Dwyer,(9.31),10.10.62,CAN
80,17.0,38.5,Canada,s1,Roma,05.09.1987
81,,,Ben Johnson,,30.12.61,CAN
82,,,Atlee Mahorn,,27.10.65,CAN
83,,,Desai Williams,,12.06.59,CAN
84,,,Mike Dwyer,,10.10.62,CAN
85,18.0,38.55,Great Britain & N.I.,h2,München,10.08.2002
86,,,Christian Malcolm,,03.06.79,GBR
87,,,Darren Campbell,,12.09.73,GBR
88,,,Marlon Devonish,,01.06.76,GBR
89,,,Dwain Chambers,,05.04.78,GBR
90,19.0,38.59,United States,h2,Santo Domingo,08.08.2003
91,,,Mickey Grimes,,10.10.76,USA
92,,,Jason Smoots,,13.07.80,USA
93,,,Mardy Scales,,10.09.81,USA
94,,,Olan Coleman,,29.07.80,USA
95,20.0,38.6,United States,s2,Edmonton,12.08.2001
96,,,Mickey Grimes,,10.10.76,USA
97,,,Bernard Williams,,19.01.78,USA
98,,,Dennis Mitchell,,20.02.66,USA
99,,,Tim Montgomery,,28.01.75,USA
100,21.0,38.62,United States - Red,,Philadelphia,26.04.2003
101,,,Jon Drummond,,09.09.68,USA
102,,,Justin Gatlin,,10.02.82,USA
103,,,Coby Miller,,19.10.76,USA
104,,,Tim Montgomery,,28.01.75,USA
105,22.0,38.67,United States - Blue,,Philadelphia,26.04.2003
106,,,Mickey Grimes,,10.10.76,USA
107,,,Bernard Williams,,19.01.78,USA
108,,,Kaaron Conwright,,08.08.76,USA
109,,,Joshua J. Johnson,,10.05.76,USA
110,23.0,38.69,Great Britain & N.I.,,Glasgow,29.06.2003
111,,,Christian Malcolm,,03.06.79,GBR
112,,,Dwain Chambers,,05.04.78,GBR
113,,,Darren Campbell,,12.09.73,GBR
114,,,Mark Lewis-Francis,,04.09.82,GBR
115,24.0,38.72,Nigeria,,Harare,16.09.1995
116,,,Davidson Ezinwa,,22.11.71,NGR
117,,,Paul Egonye,,07.03.74,NGR
118,,,Deji Aliu,,22.11.75,NGR
119,,,Osmond Ezinwa,,22.11.71,NGR
120,25.0,38.75,United States,,Osaka,10.05.2003
121,,,Duane Ross,,05.12.72,USA
122,,,Ja'Warren Hooker,,24.09.78,USA
123,,,Bernard Williams,,19.01.78,USA
124,,,Tim Montgomery,,28.01.75,USA
125,26.0,38.76,Canada,h3,Roma,05.09.1987
126,,,Ben Johnson,,30.12.61,CAN
127,,,Atlee Mahorn,,27.10.65,CAN
128,,,Desai Williams,,12.06.59,CAN
129,,,Mike Dwyer,,10.10.62,CAN
130,27.0,38.77,United States High Perfo,,Walnut,12.07.2003
131,,,Mickey Grimes,,10.10.76,USA
132,,,Mardy Scales,,10.09.81,USA
133,,,Kaaron Conwright,,08.08.76,USA
134,,,Olan Coleman,,29.07.80,USA
135,28.0,38.83,Netherlands Antilles,,Ponce,17.05.2008
136,,,Brian Mariano,,22.01.85,AHO
137,,,Geronimo Goeloe,,18.11.81,AHO
138,,,Prince Kwidama,,23.03.85,AHO
139,,,Churandy Martina,,03.07.84,AHO
140,29.0,38.93,Americas,,Sydney,28.09.1985
141,,,Desai Williams,,12.06.59,CAN
142,,,Robson Caetano da Silva,,04.09.64,BRA
143,,,Leandro Peñalver,,23.05.61,CUB
144,,,Ben Johnson,,30.12.61,CAN
145,30.0,38.95,Canada,,Walnut,25.07.1984
146,,,Ben Johnson,,30.12.61,CAN
147,,,Tony Sharpe,,28.06.61,CAN
148,,,Desai Williams,,12.06.59,CAN
149,,,Sterling Hinds,,31.10.61,CAN
