,0,1,2,3,4,5
131,,,Donovan Bailey,,16.12.67,CAN
132,,,Glenroy Gilbert,,31.08.68,CAN
133,,,Trevino Betty,,10.10.71,CAN
134,,,Bruny Surin,,12.07.67,CAN
135,27.0,38.78,Japan,h1,Eugene,22.07.2022
136,,,Ryuichiro Sakai,(10.47),14.03.98,JPN
137,,,Ryota Suzuki,(9.57),25.06.99,JPN
138,,,Koki Ueyama,(9.59),15.05.99,JPN
139,,,Hiroki Yanagita,(9.15),25.07.03,JPN
140,29.0,38.81,Jamaica,s2,Atlanta,02.08.1996
141,,,Leon Gordon,,01.07.74,JAM
142,,,Michael Green,,07.11.70,JAM
143,,,Percival Spencer,,24.02.75,JAM
144,,,Raymond Stewart,,18.03.65,JAM
145,29.0,38.81,Republic of Côte d'Ivo,,Athínai,09.08.1997
146,,,Eric Pacôme N'Dri,,24.03.78,CIV
147,,,Jean-Olivier Zirignon,,27.04.71,CIV
148,,,Ahmed Douhou,,14.12.76,CIV
149,,,Ibrahim Meité,,18.11.76,CIV
150,31.0,38.82,Poland,h2,Berlin,12.08.2018
151,,,Eryk Hampel,,03.12.97,POL
152,,,Remigiusz Olszewski,,20.09.92,POL
153,,,Dominik Kopec,,05.03.95,POL
154,,,Przemyslaw Slowikowski,,20.11.93,POL
155,32.0,38.87,North Carolina A&T Sta,,Gainesville,02.04.2022
156,,,Tavarius Wright,,14.07.98,USA
157,,,Randolph Ross,,01.01.01,USA
158,,,Daniel Stokes,,20.08.97,MEX
159,,,Javonte Harding,,29.08.01,USA
160,33.0,38.9,Italy,s2,Stuttgart,21.08.1993
161,,,Giorgio Marras,,15.10.71,ITA
162,,,Carlo Occhiena,,24.09.72,ITA
163,,,Andrea Amici,,19.10.71,ITA
164,,,Ezio Madonia,,07.08.66,ITA
