Jahr,Note,Bundesland,Anzahl,Anteil in Prozent
2009,1.5,HB,73,2.671057446030004
2009,1.6,HB,68,2.4881083058909623
2009,1.7,HB,95,3.4760336626417856
2009,1.8,HB,105,3.841931942919868
2009,1.9,HB,104,3.80534211489206
2009,2.0,HB,101,3.6955726308086354
2009,2.1,HB,149,5.451884376143432
2009,2.2,HB,115,4.207830223197951
2009,2.3,HB,124,4.537138675448225
2009,2.4,HB,137,5.012806439809733
2009,2.5,HB,121,4.427369191364801
2009,2.6,HB,128,4.683497987559458
2009,2.7,HB,130,4.756677643615075
2009,2.8,HB,171,6.256860592755214
2009,2.9,HB,148,5.415294548115624
2009,3.0,HB,161,5.890962312477131
2009,3.1,HB,143,5.232345407976583
2009,3.2,HB,119,4.354189535309184
2009,3.3,HB,112,4.098060739114526
2009,3.4,HB,73,2.671057446030004
2009,3.5,HB,64,2.341748993779729
2009,3.6,HB,39,1.4270032930845225
2009,3.7,HB,14,0.5122575923893158
2009,3.8,HB,8,0.29271862422246614
2009,3.9,HB,0,0.0
2009,4.0,HB,2,0.07317965605561653
2009,1.0,HE,267,1.2825439523489288
2009,1.1,HE,161,0.773369199731002
2009,1.2,HE,235,1.1288308194831396
2009,1.3,HE,329,1.5803631472763955
2009,1.4,HE,366,1.7580939571524643
2009,1.5,HE,490,2.3537323470073974
2009,1.6,HE,596,2.8629070996253243
2009,1.7,HE,668,3.20876164857335
2009,1.8,HE,755,3.6266692285522146
2009,1.9,HE,785,3.7707752906138916
2009,2.0,HE,880,4.227111153809203
2009,2.1,HE,988,4.745892977231242
2009,2.2,HE,1046,5.024498030550485
2009,2.3,HE,1079,5.18301469881833
2009,2.4,HE,1097,5.269478336055337
2009,2.5,HE,1223,5.874723796714382
2009,2.6,HE,1239,5.951580363147277
2009,2.7,HE,1245,5.980401575559612
2009,2.8,HE,1189,5.711403593044481
2009,2.9,HE,1105,5.307906619271784
2009,3.0,HE,1155,5.54808338937458
2009,3.1,HE,1059,5.086943990777212
2009,3.2,HE,945,4.539340954942838
2009,3.3,HE,740,3.554616197521376
2009,3.4,HE,526,2.5266596214814103
2009,3.5,HE,388,1.8637717359976944
2009,3.6,HE,184,0.8838505139782881
2009,3.7,HE,62,0.2978191949274666
2009,3.8,HE,16,0.07685656643289461
2009,3.9,HE,0,0.0
2009,4.0,HE,0,0.0
2009,1.0,HH,81,1.085209003215434
2009,1.1,HH,44,0.5894962486602358
2009,1.2,HH,92,1.232583065380493
2009,1.3,HH,99,1.3263665594855305
2009,1.4,HH,125,1.67470525187567
2009,1.5,HH,164,2.197213290460879
2009,1.6,HH,186,2.491961414790997
2009,1.7,HH,214,2.867095391211147
2009,1.8,HH,246,3.2958199356913185
2009,1.9,HH,269,3.6039657020364415
2009,2.0,HH,308,4.126473740621651
2009,2.1,HH,341,4.568595927116827
2009,2.2,HH,363,4.863344051446945
2009,2.3,HH,383,5.131296891747053
2009,2.4,HH,406,5.439442658092176
2009,2.5,HH,375,5.02411575562701
2009,2.6,HH,434,5.814576634512326
2009,2.7,HH,439,5.881564844587353
2009,2.8,HH,462,6.189710610932476
2009,2.9,HH,416,5.573419078242229
2009,3.0,HH,378,5.064308681672026
2009,3.1,HH,383,5.131296891747053
2009,3.2,HH,362,4.84994640943194
2009,3.3,HH,292,3.912111468381565
2009,3.4,HH,247,3.3092175777063235
2009,3.5,HH,181,2.42497320471597
2009,3.6,HH,103,1.379957127545552
2009,3.7,HH,61,0.8172561629153269
2009,3.8,HH,10,0.1339764201500536
2009,3.9,HH,0,0.0
2009,4.0,HH,0,0.0
2009,1.0,MV,47,1.5225137674117266
2009,1.1,MV,35,1.1337868480725624
2009,1.2,MV,40,1.2957563977972142
2009,1.3,MV,65,2.105604146420473
2009,1.4,MV,61,1.9760285066407515
2009,1.5,MV,85,2.75348234531908
2009,1.6,MV,92,2.9802397149335924
2009,1.7,MV,116,3.757693553611921
2009,1.8,MV,138,4.470359572400389
2009,1.9,MV,143,4.63232912212504
2009,2.0,MV,159,5.150631681243926
2009,2.1,MV,154,4.988662131519274
2009,2.2,MV,160,5.183025591188857
2009,2.3,MV,180,5.830903790087463
2009,2.4,MV,160,5.183025591188857
2009,2.5,MV,190,6.154842889536767
2009,2.6,MV,197,6.38160025915128
2009,2.7,MV,186,6.025267249757046
2009,2.8,MV,177,5.733722060252672
2009,2.9,MV,149,4.826692581794623
2009,3.0,MV,152,4.9238743116294135
2009,3.1,MV,128,4.146420472951085
2009,3.2,MV,104,3.368966634272757
2009,3.3,MV,75,2.4295432458697763
2009,3.4,MV,45,1.4577259475218658
2009,3.5,MV,35,1.1337868480725624
2009,3.6,MV,11,0.3563330093942339
2009,3.7,MV,3,0.09718172983479106
2009,3.8,MV,0,0.0
2009,3.9,MV,0,0.0
2009,4.0,MV,0,0.0
2009,1.0,NI,128,0.4618271034781354
2009,1.1,NI,126,0.4546110549862895
2009,1.2,NI,197,0.7107807764468177
2009,1.3,NI,268,0.9669504979073459
2009,1.4,NI,341,1.23033626785972
2009,1.5,NI,379,1.3674411892047915
2009,1.6,NI,481,1.7354596622889307
2009,1.7,NI,578,2.085438014143455
2009,1.8,NI,700,2.525616972146053
2009,1.9,NI,822,2.9657959301486505
2009,2.0,NI,853,3.0776446817722616
2009,2.1,NI,967,3.4889594458074757
2009,2.2,NI,1123,4.051811228171453
2009,2.3,NI,1258,4.5388945013710496
2009,2.4,NI,1315,4.744551883388656
2009,2.5,NI,1438,5.188338865637177
2009,2.6,NI,1593,5.747582623755232
2009,2.7,NI,1645,5.935199884543224
2009,2.8,NI,1791,6.461971424447972
2009,2.9,NI,1807,6.519699812382739
2009,3.0,NI,1736,6.263530090922211
2009,3.1,NI,1822,6.5738201760715835
2009,3.2,NI,1676,6.047048636166835
2009,3.3,NI,1578,5.693462260066387
2009,3.4,NI,1305,4.708471640929427
2009,3.5,NI,951,3.4312310578727088
2009,3.6,NI,572,2.0637898686679175
2009,3.7,NI,229,0.8262375523163515
2009,3.8,NI,36,0.12988887285322556
2009,3.9,NI,1,0.0036080242459229327
2009,4.0,NI,0,0.0
2009,1.0,NW,698,0.9787836719812657
2009,1.1,NW,551,0.7726501479393659
2009,1.2,NW,745,1.0446903089198323
2009,1.3,NW,950,1.3321554274816654
2009,1.4,NW,1157,1.622425083785565
2009,1.5,NW,1404,1.9687854949307981
2009,1.6,NW,1618,2.268871033331931
2009,1.7,NW,1807,2.5338998499572307
2009,1.8,NW,2088,2.927937402717597
2009,1.9,NW,2195,3.0779801719181634
2009,2.0,NW,2428,3.40470881886893
2009,2.1,NW,2702,3.788930489532063
2009,2.2,NW,3042,4.265701905683396
2009,2.3,NW,3357,4.707416600058895
2009,2.4,NW,3125,4.382090221979162
2009,2.5,NW,3671,5.147729025563361
2009,2.6,NW,3760,5.272530955085328
2009,2.7,NW,3998,5.606270946391261
2009,2.8,NW,3926,5.505307587676861
2009,2.9,NW,3927,5.506709856547895
2009,3.0,NW,3893,5.4590327149327615
2009,3.1,NW,4040,5.665166238974661
2009,3.2,NW,3878,5.437998681867262
2009,3.3,NW,3643,5.1084654971744285
2009,3.4,NW,3074,4.310574509556463
2009,3.5,NW,2592,3.6346809137183964
2009,3.6,NW,1835,2.5731633783461643
2009,3.7,NW,911,1.2774669415113653
2009,3.8,NW,261,0.36599217533969963
2009,3.9,NW,27,0.03786125951789996
2009,4.0,NW,10,0.01402268871033332
2009,1.0,RP,129,0.8652491783486485
2009,1.1,RP,87,0.5835401435374606
2009,1.2,RP,106,0.7109799449996647
2009,1.3,RP,158,1.059762559527802
2009,1.4,RP,170,1.1402508551881414
2009,1.5,RP,250,1.6768394929237374
2009,1.6,RP,329,2.2067207726876386
2009,1.7,RP,358,2.401234153866792
2009,1.8,RP,417,2.796968274196794
2009,1.9,RP,440,2.9512375075457777
2009,2.0,RP,527,3.5347776510832385
2009,2.1,RP,622,4.171976658394258
2009,2.2,RP,651,4.366490039573412
2009,2.3,RP,667,4.473807767120531
2009,2.4,RP,670,4.493929841035616
2009,2.5,RP,784,5.25856864980884
2009,2.6,RP,845,5.667717486082232
2009,2.7,RP,827,5.546985042591723
2009,2.8,RP,873,5.855523509289691
2009,2.9,RP,848,5.687839559997317
2009,3.0,RP,949,6.365282715138507
2009,3.1,RP,903,6.056744248440539
2009,3.2,RP,861,5.7750352136293515
2009,3.3,RP,786,5.27198336575223
2009,3.4,RP,604,4.0512442149037495
2009,3.5,RP,553,3.709168958347307
2009,3.6,RP,325,2.1798913408008587
2009,3.7,RP,130,0.8719565363203434
2009,3.8,RP,32,0.21463545509423837
2009,3.9,RP,3,0.02012207391508485
2009,4.0,RP,5,0.03353678985847475
2009,1.0,SH,59,0.5552418595896856
2009,1.1,SH,76,0.7152268021833239
2009,1.2,SH,70,0.6587615283267457
2009,1.3,SH,102,0.9599096555618295
2009,1.4,SH,125,1.1763598720120458
2009,1.5,SH,173,1.6280820628646715
2009,1.6,SH,210,1.976284584980237
2009,1.7,SH,257,2.4185958968567665
2009,1.8,SH,284,2.6726896292113684
2009,1.9,SH,362,3.406738189346885
2009,2.0,SH,361,3.397327310370789
2009,2.1,SH,467,4.394880481837004
2009,2.2,SH,484,4.554865424430642
2009,2.3,SH,557,5.241859589685677
2009,2.4,SH,538,5.063052889139846
2009,2.5,SH,527,4.959533220402785
2009,2.6,SH,658,6.19235836627141
2009,2.7,SH,709,6.672313194052324
2009,2.8,SH,736,6.926406926406926
2009,2.9,SH,652,6.135893092414832
2009,3.0,SH,645,6.070016939582157
2009,3.1,SH,615,5.787690570299266
2009,3.2,SH,605,5.693581780538302
2009,3.3,SH,506,4.761904761904762
2009,3.4,SH,358,3.3690946734424996
2009,3.5,SH,250,2.3527197440240917
2009,3.6,SH,151,1.4210427253905515
2009,3.7,SH,67,0.6305288913984566
2009,3.8,SH,19,0.17880670054583098
2009,3.9,SH,3,0.028232636928289104
2009,4.0,SH,0,0.0
2009,1.0,SL,82,1.3781512605042017
2009,1.1,SL,66,1.1092436974789917
2009,1.2,SL,62,1.0420168067226891
2009,1.3,SL,109,1.8319327731092436
2009,1.4,SL,101,1.6974789915966386
2009,1.5,SL,126,2.1176470588235294
2009,1.6,SL,164,2.7563025210084033
2009,1.7,SL,179,3.008403361344538
2009,1.8,SL,201,3.3781512605042017
2009,1.9,SL,185,3.1092436974789917
2009,2.0,SL,262,4.4033613445378155
2009,2.1,SL,246,4.1344537815126055
2009,2.2,SL,264,4.436974789915967
2009,2.3,SL,310,5.2100840336134455
2009,2.4,SL,296,4.974789915966387
2009,2.5,SL,317,5.3277310924369745
2009,2.6,SL,334,5.61344537815126
2009,2.7,SL,361,6.067226890756302
2009,2.8,SL,330,5.546218487394958
2009,2.9,SL,318,5.34453781512605
2009,3.0,SL,312,5.243697478991597
2009,3.1,SL,328,5.512605042016807
2009,3.2,SL,282,4.739495798319328
2009,3.3,SL,232,3.899159663865546
2009,3.4,SL,205,3.4453781512605044
2009,3.5,SL,141,2.369747899159664
2009,3.6,SL,87,1.4621848739495797
2009,3.7,SL,42,0.7058823529411765
2009,3.8,SL,8,0.13445378151260504
2009,3.9,SL,0,0.0
2009,4.0,SL,0,0.0
2009,1.0,SN,118,0.8448485716331352
2009,1.1,SN,87,0.6228968282379895
2009,1.2,SN,142,1.0166821794229255
2009,1.3,SN,189,1.353189661344598
2009,1.4,SN,232,1.6610582086346388
2009,1.5,SN,297,2.126440896398654
2009,1.6,SN,359,2.5703443831889454
2009,1.7,SN,436,3.1216438748478557
2009,1.8,SN,518,3.7087420347963054
2009,1.9,SN,540,3.86625617527028
2009,2.0,SN,591,4.231402591823584
2009,2.1,SN,659,4.718264480561323
2009,2.2,SN,680,4.86861888737739
2009,2.3,SN,697,4.990334359561825
2009,2.4,SN,732,5.240925037588601
2009,2.5,SN,861,6.164530679458724
2009,2.6,SN,821,5.878141333142407
2009,2.7,SN,840,6.014176272642658
2009,2.8,SN,883,6.322044819932699
2009,2.9,SN,803,5.749266127300064
2009,3.0,SN,824,5.8996205341161305
2009,3.1,SN,791,5.6633493234051695
2009,3.2,SN,659,4.718264480561323
2009,3.3,SN,531,3.8018185723491085
2009,3.4,SN,366,2.6204625187943007
2009,3.5,SN,218,1.5608219374239278
2009,3.6,SN,79,0.5656189589747261
2009,3.7,SN,11,0.07875707023698718
2009,3.8,SN,1,0.007159733657907926
2009,3.9,SN,0,0.0
2009,4.0,SN,2,0.014319467315815852
2009,1.0,ST,63,0.8613617719442166
2009,1.1,ST,48,0.6562756357670222
2009,1.2,ST,95,1.2988788624555647
2009,1.3,ST,118,1.613344271260596
2009,1.4,ST,121,1.654361498496035
2009,1.5,ST,131,1.7910855892808313
2009,1.6,ST,189,2.5840853158326498
2009,1.7,ST,212,2.898550724637681
2009,1.8,ST,207,2.830188679245283
2009,1.9,ST,262,3.5821711785616626
2009,2.0,ST,269,3.6778780421110198
2009,2.1,ST,300,4.1017227235438884
2009,2.2,ST,335,4.580257041290675
2009,2.3,ST,352,4.812687995624829
2009,2.4,ST,373,5.099808586272902
2009,2.5,ST,406,5.550998085862729
2009,2.6,ST,420,5.742411812961444
2009,2.7,ST,407,5.5646704949412085
2009,2.8,ST,461,6.3029805851791085
2009,2.9,ST,447,6.111566858080394
2009,3.0,ST,414,5.660377358490566
2009,3.1,ST,428,5.851791085589281
2009,3.2,ST,388,5.304894722450095
2009,3.3,ST,320,4.375170905113481
2009,3.4,ST,248,3.3907574514629477
2009,3.5,ST,190,2.5977577249111294
2009,3.6,ST,77,1.0527754990429314
2009,3.7,ST,26,0.3554826360404703
2009,3.8,ST,7,0.0957068635493574
2009,3.9,ST,0,0.0
2009,4.0,ST,0,0.0
2009,1.0,TH,172,1.9939717134245305
2009,1.1,TH,91,1.0549501507071644
2009,1.2,TH,148,1.7157431022490146
2009,1.3,TH,197,2.2837931833990264
2009,1.4,TH,235,2.7243218177602597
2009,1.5,TH,281,3.257593322513332
2009,1.6,TH,341,3.9531648504521213
2009,1.7,TH,406,4.706700672385811
2009,1.8,TH,372,4.312543473220496
2009,1.9,TH,392,4.544400649200092
2009,2.0,TH,414,4.799443542777649
2009,2.1,TH,452,5.239972177138882
2009,2.2,TH,471,5.460236494319499
2009,2.3,TH,466,5.4022722003246
2009,2.4,TH,450,5.216786459540923
2009,2.5,TH,492,5.703686529098076
2009,2.6,TH,479,5.552979364711338
2009,2.7,TH,466,5.4022722003246
2009,2.8,TH,427,4.950150707164386
2009,2.9,TH,411,4.7646649663807095
2009,3.0,TH,367,4.254579179225597
2009,3.1,TH,321,3.721307674472525
2009,3.2,TH,263,3.048921864131695
2009,3.3,TH,201,2.3301646185949454
2009,3.4,TH,156,1.8084859726408533
2009,3.5,TH,97,1.1245073035010433
2009,3.6,TH,42,0.4869000695571528
2009,3.7,TH,15,0.17389288198469743
2009,3.8,TH,1,0.011592858798979828
2009,3.9,TH,0,0.0
2009,4.0,TH,0,0.0
2010,1.0,BB,156,1.573215006050827
2010,1.1,BB,125,1.2605889471561114
2010,1.2,BB,145,1.4622831787010893
2010,1.3,BB,190,1.9160951996772893
2010,1.4,BB,236,2.3799919322307383
2010,1.5,BB,323,3.257361839451392
2010,1.6,BB,284,2.8640580879386848
2010,1.7,BB,350,3.5296490520371115
2010,1.8,BB,348,3.5094796288826138
2010,1.9,BB,400,4.033884630899556
2010,2.0,BB,474,4.780153287615974
2010,2.1,BB,448,4.517950786607503
2010,2.2,BB,489,4.9314239612747075
2010,2.3,BB,476,4.800322710770472
2010,2.4,BB,527,5.3146430012101655
2010,2.5,BB,515,5.193626462283179
2010,2.6,BB,555,5.597014925373134
2010,2.7,BB,545,5.496167809600645
2010,2.8,BB,546,5.5062525211778945
2010,2.9,BB,518,5.223880597014926
2010,3.0,BB,545,5.496167809600645
2010,3.1,BB,444,4.477611940298507
2010,3.2,BB,413,4.1649858814037914
2010,3.3,BB,378,3.8120209762000807
2010,3.4,BB,238,2.400161355385236
2010,3.5,BB,160,1.6135538523598225
2010,3.6,BB,65,0.6555062525211779
2010,3.7,BB,18,0.18152480839048002
2010,3.8,BB,4,0.04033884630899556
2010,3.9,BB,1,0.01008471157724889
2010,4.0,BB,0,0.0
2010,1.0,BE,125,0.9648784253184098
2010,1.1,BE,96,0.7410266306445388
2010,1.2,BE,126,0.9725974527209572
2010,1.3,BE,211,1.6287147819374759
2010,1.4,BE,225,1.7367811655731378
2010,1.5,BE,254,1.960632960247009
2010,1.6,BE,330,2.5472790428406022
2010,1.7,BE,378,2.9177923581628713
2010,1.8,BE,446,3.4426862215360865
2010,1.9,BE,482,3.7205712080277884
2010,2.0,BE,528,4.075646468544964
2010,2.1,BE,584,4.507912003087611
2010,2.2,BE,707,5.457352373600926
2010,2.3,BE,657,5.071401003473563
2010,2.4,BE,706,5.449633346198379
2010,2.5,BE,770,5.9436510999614045
2010,2.6,BE,790,6.09803164801235
2010,2.7,BE,814,6.283288305673485
2010,2.8,BE,770,5.9436510999614045
2010,2.9,BE,790,6.09803164801235
2010,3.0,BE,700,5.403319181783095
2010,3.1,BE,670,5.171748359706677
2010,3.2,BE,590,4.554226167502895
2010,3.3,BE,507,3.9135468930914703
2010,3.4,BE,341,2.6321883442686222
2010,3.5,BE,209,1.6132767271323813
2010,3.6,BE,113,0.8722500964878426
2010,3.7,BE,30,0.23157082207641838
2010,3.8,BE,6,0.04631416441528367
2010,3.9,BE,0,0.0
2010,4.0,BE,0,0.0
2010,1.0,BW,591,1.2770922920673338
2010,1.1,BW,371,0.8016941461201028
2010,1.2,BW,555,1.1992998681850595
2010,1.3,BW,722,1.5601702789722756
2010,1.4,BW,942,2.0355684249195063
2010,1.5,BW,1141,2.4655876569354107
2010,1.6,BW,1252,2.7054476305724227
2010,1.7,BW,1514,3.2716036043823067
2010,1.8,BW,1716,3.7081055383884003
2010,1.9,BW,1983,4.285066015515267
2010,2.0,BW,2008,4.339088532100179
2010,2.1,BW,2186,4.723728850184757
2010,2.2,BW,2448,5.289884823994641
2010,2.3,BW,2490,5.380642651857294
2010,2.4,BW,2547,5.503813989670895
2010,2.5,BW,2708,5.851718996477732
2010,2.6,BW,2636,5.696134148713184
2010,2.7,BW,2614,5.648594334118461
2010,2.8,BW,2575,5.564319208245997
2010,2.9,BW,2536,5.480044082373533
2010,3.0,BW,2318,5.008967737753095
2010,3.1,BW,2261,4.885796399939495
2010,3.2,BW,1900,4.105711260453357
2010,3.3,BW,1587,3.4293493528102514
2010,3.4,BW,1213,2.6211725046999588
2010,3.5,BW,851,1.8389264645504246
2010,3.6,BW,447,0.9659225965382371
2010,3.7,BW,142,0.3068478942023035
2010,3.8,BW,19,0.04105711260453357
2010,3.9,BW,3,0.006482701990189511
2010,4.0,BW,1,0.002160900663396504
2010,1.0,BY,353,0.9088568486096807
2010,1.1,BY,343,0.8831101956745623
2010,1.2,BY,446,1.148300720906282
2010,1.3,BY,665,1.712152420185376
2010,1.4,BY,747,1.923274974253347
2010,1.5,BY,963,2.479402677651905
2010,1.6,BY,1106,2.847579814624099
2010,1.7,BY,1362,3.506694129763131
2010,1.8,BY,1581,4.070545829042224
2010,1.9,BY,1720,4.42842430484037
2010,2.0,BY,1863,4.796601441812564
2010,2.1,BY,2040,5.25231719876416
2010,2.2,BY,2251,5.79557157569516
2010,2.3,BY,2258,5.813594232749742
2010,2.4,BY,2215,5.702883625128734
2010,2.5,BY,2430,6.25643666323378
2010,2.6,BY,2304,5.932028836251288
2010,2.7,BY,2282,5.875386199794026
2010,2.8,BY,2167,5.579299691040164
2010,2.9,BY,2015,5.187950566426364
2010,3.0,BY,1655,4.2610710607621005
2010,3.1,BY,1614,4.155509783728116
2010,3.2,BY,1369,3.524716786817714
2010,3.3,BY,1070,2.7548918640576727
2010,3.4,BY,809,2.082904222451081
2010,3.5,BY,639,1.645211122554068
2010,3.6,BY,359,0.9243048403707518
2010,3.7,BY,164,0.42224510813594235
2010,3.8,BY,36,0.09268795056642637
2010,3.9,BY,6,0.015447991761071062
2010,4.0,BY,8,0.02059732234809475
2010,1.0,HB,31,1.0674931129476584
2010,1.1,HB,20,0.6887052341597796
2010,1.2,HB,40,1.3774104683195592
2010,1.3,HB,57,1.962809917355372
2010,1.4,HB,77,2.6515151515151514
2010,1.5,HB,90,3.0991735537190084
2010,1.6,HB,80,2.7548209366391183
2010,1.7,HB,100,3.443526170798898
2010,1.8,HB,104,3.581267217630854
2010,1.9,HB,114,3.925619834710744
2010,2.0,HB,110,3.787878787878788
2010,2.1,HB,120,4.132231404958677
2010,2.2,HB,156,5.371900826446281
2010,2.3,HB,148,5.096418732782369
2010,2.4,HB,136,4.683195592286501
2010,2.5,HB,158,5.440771349862259
2010,2.6,HB,137,4.71763085399449
2010,2.7,HB,157,5.40633608815427
2010,2.8,HB,164,5.647382920110193
2010,2.9,HB,151,5.199724517906336
2010,3.0,HB,156,5.371900826446281
2010,3.1,HB,139,4.7865013774104685
2010,3.2,HB,139,4.7865013774104685
2010,3.3,HB,127,4.373278236914601
2010,3.4,HB,69,2.37603305785124
2010,3.5,HB,66,2.272727272727273
2010,3.6,HB,36,1.2396694214876034
2010,3.7,HB,15,0.5165289256198347
2010,3.8,HB,5,0.1721763085399449
2010,3.9,HB,1,0.03443526170798898
2010,4.0,HB,1,0.03443526170798898
2010,1.0,HE,281,1.2458987319322514
2010,1.1,HE,221,0.9798705329431586
2010,1.2,HE,294,1.303538175046555
2010,1.3,HE,403,1.7868227365434068
2010,1.4,HE,423,1.8754988028731046
2010,1.5,HE,531,2.3543495610534717
2010,1.6,HE,611,2.709053826372262
2010,1.7,HE,704,3.121397534805356
2010,1.8,HE,798,3.538175046554935
2010,1.9,HE,836,3.7066595725813603
2010,2.0,HE,917,4.065797641216635
2010,2.1,HE,1056,4.682096302208034
2010,2.2,HE,1168,5.17868227365434
2010,2.3,HE,1237,5.484614702491798
2010,2.4,HE,1226,5.435842866010463
2010,2.5,HE,1274,5.648665425201738
2010,2.6,HE,1381,6.12308238006562
2010,2.7,HE,1342,5.95016405072271
2010,2.8,HE,1274,5.648665425201738
2010,2.9,HE,1200,5.3205639797818565
2010,3.0,HE,1221,5.413673849428039
2010,3.1,HE,1086,4.81511040170258
2010,3.2,HE,974,4.318524430256274
2010,3.3,HE,819,3.631284916201117
2010,3.4,HE,594,2.633679169992019
2010,3.5,HE,408,1.8089917531258313
2010,3.6,HE,195,0.8645916467145517
2010,3.7,HE,69,0.30593242883745675
2010,3.8,HE,11,0.04877183648133369
2010,3.9,HE,0,0.0
2010,4.0,HE,0,0.0
2010,1.0,HH,141,1.1073588313830205
2010,1.1,HH,111,0.8717505693866332
2010,1.2,HH,148,1.1623340925155108
2010,1.3,HH,190,1.4921856593104532
2010,1.4,HH,241,1.8927197047043116
2010,1.5,HH,317,2.4895939684284927
2010,1.6,HH,330,2.5916908819602607
2010,1.7,HH,365,2.866567187622713
2010,1.8,HH,427,3.353490929081913
2010,1.9,HH,507,3.981779627738946
2010,2.0,HH,505,3.9660724102725204
2010,2.1,HH,532,4.178119846069269
2010,2.2,HH,599,4.704311631194534
2010,2.3,HH,667,5.238357025053012
2010,2.4,HH,624,4.9006518495248566
2010,2.5,HH,693,5.442550852116548
2010,2.6,HH,743,5.8352312887771935
2010,2.7,HH,709,5.568208591847954
2010,2.8,HH,735,5.77240241891149
2010,2.9,HH,614,4.822115762192728
2010,3.0,HH,713,5.599623026780805
2010,3.1,HH,663,5.2069425901201605
2010,3.2,HH,613,4.814262153459515
2010,3.3,HH,540,4.240948715934972
2010,3.4,HH,412,3.2356867980837194
2010,3.5,HH,313,2.4581795334956413
2010,3.6,HH,198,1.5550145291761563
2010,3.7,HH,64,0.5026309589256264
2010,3.8,HH,15,0.11780413099819367
2010,3.9,HH,4,0.03141443493285165
2010,4.0,HH,0,0.0
2010,1.0,MV,63,1.1288299587887476
2010,1.1,MV,49,0.8779788568356925
2010,1.2,MV,58,1.0392402795197992
2010,1.3,MV,97,1.7380397778175953
2010,1.4,MV,101,1.809711521232754
2010,1.5,MV,125,2.2397419817237054
2010,1.6,MV,157,2.813115929044974
2010,1.7,MV,174,3.1177208385593977
2010,1.8,MV,214,3.8344382727109836
2010,1.9,MV,230,4.121125246371618
2010,2.0,MV,276,4.945350295645942
2010,2.1,MV,264,4.730335065400466
2010,2.2,MV,276,4.945350295645942
2010,2.3,MV,323,5.787493280774055
2010,2.4,MV,293,5.249955205160366
2010,2.5,MV,324,5.805411216627845
2010,2.6,MV,345,6.181687869557427
2010,2.7,MV,323,5.787493280774055
2010,2.8,MV,338,6.0562623185809
2010,2.9,MV,306,5.482888371259631
2010,3.0,MV,310,5.554560114674789
2010,3.1,MV,245,4.389894284178463
2010,3.2,MV,250,4.479483963447411
2010,3.3,MV,189,3.3864898763662428
2010,3.4,MV,127,2.275577853431285
2010,3.5,MV,84,1.50510661171833
2010,3.6,MV,29,0.5196201397598996
2010,3.7,MV,11,0.19709729439168608
2010,3.8,MV,0,0.0
2010,3.9,MV,0,0.0
2010,4.0,MV,0,0.0
2010,1.0,NI,193,0.6370477950884605
2010,1.1,NI,150,0.49511486664906257
2010,1.2,NI,220,0.7261684710852918
2010,1.3,NI,329,1.0859519408502774
2010,1.4,NI,387,1.2773963559545816
2010,1.5,NI,481,1.5876683390546606
2010,1.6,NI,583,1.9243464483760233
2010,1.7,NI,718,2.3699498283601796
2010,1.8,NI,853,2.815553208344336
2010,1.9,NI,898,2.9640876683390545
2010,2.0,NI,955,3.1522313176656986
2010,2.1,NI,1075,3.5483232109849485
2010,2.2,NI,1213,4.0038288883020865
2010,2.3,NI,1338,4.4164246105096385
2010,2.4,NI,1465,4.835621864272511
2010,2.5,NI,1617,5.337338262476894
2010,2.6,NI,1706,5.631106416688672
2010,2.7,NI,1782,5.881964615790864
2010,2.8,NI,1871,6.17573277000264
2010,2.9,NI,1978,6.528914708212305
2010,3.0,NI,1921,6.340771058885662
2010,3.1,NI,1924,6.350673356218643
2010,3.2,NI,1812,5.980987589120676
2010,3.3,NI,1609,5.3109321362556114
2010,3.4,NI,1381,4.5583575389490365
2010,3.5,NI,992,3.2743596514391338
2010,3.6,NI,580,1.9144441510430419
2010,3.7,NI,224,0.7393715341959335
2010,3.8,NI,39,0.12872986532875627
2010,3.9,NI,2,0.006601531555320834
2010,4.0,NI,0,0.0
2010,1.0,NW,763,1.0166691095151168
2010,1.1,NW,603,0.8034750629588668
2010,1.2,NW,847,1.128595983957148
2010,1.3,NW,1059,1.411078095644179
2010,1.4,NW,1198,1.5962904235899213
2010,1.5,NW,1521,2.0266759050753507
2010,1.6,NW,1789,2.3837759330570694
2010,1.7,NW,2070,2.7581979773214833
2010,1.8,NW,2270,3.024690535516796
2010,1.9,NW,2467,3.287185705339178
2010,2.0,NW,2594,3.4564084797932018
2010,2.1,NW,2967,3.9534171008274592
2010,2.2,NW,3231,4.305187277645271
2010,2.3,NW,3453,4.600994017242068
2010,2.4,NW,3595,4.79020373356074
2010,2.5,NW,3891,5.184612719689802
2010,2.6,NW,4018,5.353835494143826
2010,2.7,NW,4020,5.356500419725779
2010,2.8,NW,4254,5.6682967128142945
2010,2.9,NW,4291,5.717597836080428
2010,3.0,NW,4102,5.465762368585858
2010,3.1,NW,4169,5.5550373755812865
2010,3.2,NW,3987,5.312529147623553
2010,3.3,NW,3638,4.847499633572732
2010,3.4,NW,2881,3.838825300803475
2010,3.5,NW,2601,3.4657357193300378
2010,3.6,NW,1656,2.2065583818571866
2010,3.7,NW,840,1.119268744420312
2010,3.8,NW,239,0.3184586070433983
2010,3.9,NW,23,0.030646644192460926
2010,4.0,NW,12,0.015989553491718742
2010,1.0,RP,130,0.8274984086569064
2010,1.1,RP,144,0.916613621896881
2010,1.2,RP,128,0.8147676639083387
2010,1.3,RP,159,1.0120942075111394
