Jahr,Note,Bundesland,Anzahl,Anteil in Prozent
2018,1.8,NW,2861,3.463177262383189
2018,1.9,NW,3174,3.8420568440420277
2018,2.0,NW,3175,3.8432673219387015
2018,2.1,NW,3469,4.199147823560741
2018,2.2,NW,3811,4.6131312642231155
2018,2.3,NW,3979,4.816491550864281
2018,2.4,NW,4220,5.10821672396262
2018,2.5,NW,4305,5.211107345179877
2018,2.6,NW,4361,5.278894107393599
2018,2.7,NW,4343,5.257105505253474
2018,2.8,NW,4498,5.444729579237883
2018,2.9,NW,4610,5.580303103665327
2018,3.0,NW,4209,5.094901467099211
2018,3.1,NW,4075,4.932697428944947
2018,3.2,NW,3885,4.702706628576962
2018,3.3,NW,3332,4.033312351716457
2018,3.4,NW,2672,3.234396939911877
2018,3.5,NW,2008,2.4306396165206023
2018,3.6,NW,1074,1.3000532610274536
2018,3.7,NW,397,0.4805597249794219
2018,3.8,NW,94,0.11378492228731904
2018,3.9,NW,11,0.013315256863409675
2018,4.0,NW,6,0.007262867380041641
2018,1.0,RP,215,1.2374100719424461
2018,1.1,RP,134,0.7712230215827338
2018,1.2,RP,219,1.260431654676259
2018,1.3,RP,260,1.4964028776978417
2018,1.4,RP,340,1.9568345323741008
2018,1.5,RP,431,2.4805755395683455
2018,1.6,RP,507,2.917985611510791
2018,1.7,RP,522,3.00431654676259
2018,1.8,RP,609,3.5050359712230215
2018,1.9,RP,693,3.9884892086330934
2018,2.0,RP,742,4.270503597122302
2018,2.1,RP,760,4.374100719424461
2018,2.2,RP,776,4.4661870503597125
2018,2.3,RP,846,4.869064748201438
2018,2.4,RP,896,5.1568345323741
2018,2.5,RP,895,5.151079136690647
2018,2.6,RP,936,5.38705035971223
2018,2.7,RP,908,5.22589928057554
2018,2.8,RP,1018,5.8589928057553955
2018,2.9,RP,943,5.427338129496403
2018,3.0,RP,968,5.571223021582734
2018,3.1,RP,891,5.128057553956834
2018,3.2,RP,836,4.811510791366906
2018,3.3,RP,772,4.443165467625899
2018,3.4,RP,520,2.9928057553956835
2018,3.5,RP,409,2.353956834532374
2018,3.6,RP,196,1.1280575539568345
2018,3.7,RP,90,0.5179856115107914
2018,3.8,RP,28,0.16115107913669063
2018,3.9,RP,6,0.034532374100719423
2018,4.0,RP,9,0.051798561151079135
2018,1.0,SH,109,0.844372143465799
2018,1.1,SH,86,0.6662018746610892
2018,1.2,SH,117,0.9063444108761329
2018,1.3,SH,172,1.3324037493221783
2018,1.4,SH,222,1.719730420636765
2018,1.5,SH,247,1.9133937562940584
2018,1.6,SH,270,2.0915640250987684
2018,1.7,SH,319,2.471144162987063
2018,1.8,SH,376,2.9126965682856922
2018,1.9,SH,414,3.207064838484778
2018,2.0,SH,484,3.7493221783251993
2018,2.1,SH,578,4.4774963203966225
2018,2.2,SH,542,4.19862111705012
2018,2.3,SH,604,4.678906189480208
2018,2.4,SH,652,5.050739793942211
2018,2.5,SH,658,5.097218994499961
2018,2.6,SH,741,5.740181268882175
2018,2.7,SH,822,6.367650476411805
2018,2.8,SH,808,6.259199008443721
2018,2.9,SH,802,6.212719807885971
2018,3.0,SH,767,5.94159113796576
2018,3.1,SH,722,5.5929971337826325
2018,3.2,SH,718,5.562011000077465
2018,3.3,SH,590,4.570454721512124
2018,3.4,SH,489,3.7880548454566583
2018,3.5,SH,331,2.5641025641025643
2018,3.6,SH,169,1.309164149043303
2018,3.7,SH,71,0.5500038732667132
2018,3.8,SH,28,0.21690293593616858
2018,3.9,SH,0,0.0
2018,4.0,SH,1,0.0077465334262917344
2018,1.0,SL,62,1.7548825360883102
2018,1.1,SL,40,1.1321822813472968
2018,1.2,SL,45,1.273705066515709
2018,1.3,SL,80,2.2643645626945936
2018,1.4,SL,93,2.6323238041324655
2018,1.5,SL,86,2.4341919048966885
2018,1.6,SL,123,3.481460515142938
2018,1.7,SL,116,3.283328615907161
2018,1.8,SL,133,3.7645060854797623
2018,1.9,SL,134,3.7928106425134445
2018,2.0,SL,165,4.6702519105575995
2018,2.1,SL,151,4.2739881120860455
2018,2.2,SL,160,4.528729125389187
2018,2.3,SL,207,5.8590433059722615
2018,2.4,SL,186,5.264647608264931
2018,2.5,SL,197,5.575997735635437
2018,2.6,SL,215,6.085479762241721
2018,2.7,SL,222,6.283611661477498
2018,2.8,SL,205,5.802434191904896
2018,2.9,SL,196,5.5476931786017545
2018,3.0,SL,205,5.802434191904896
2018,3.1,SL,151,4.2739881120860455
2018,3.2,SL,145,4.1041607698839515
2018,3.3,SL,107,3.028587602604019
2018,3.4,SL,72,2.0379281064251344
2018,3.5,SL,28,0.7925275969431078
2018,3.6,SL,8,0.22643645626945938
2018,3.7,SL,1,0.028304557033682422
2018,3.8,SL,0,0.0
2018,3.9,SL,0,0.0
2018,4.0,SL,0,0.0
2018,1.0,SN,294,2.400587899077325
2018,1.1,SN,185,1.5105740181268883
2018,1.2,SN,267,2.180125745080428
2018,1.3,SN,323,2.6373805829999184
2018,1.4,SN,384,3.135461745733649
2018,1.5,SN,412,3.3640891646933944
2018,1.6,SN,444,3.6253776435045317
2018,1.7,SN,522,4.262268310606679
2018,1.8,SN,552,4.50722625949212
2018,1.9,SN,629,5.13595166163142
2018,2.0,SN,601,4.907324242671675
2018,2.1,SN,680,5.55238017473667
2018,2.2,SN,703,5.740181268882175
2018,2.3,SN,696,5.683024414142239
2018,2.4,SN,696,5.683024414142239
2018,2.5,SN,638,5.209439046297052
2018,2.6,SN,603,4.923654772597371
2018,2.7,SN,627,5.119621131705724
2018,2.8,SN,629,5.13595166163142
2018,2.9,SN,571,4.662366293786233
2018,3.0,SN,510,4.164285131052503
2018,3.1,SN,401,3.274271250102066
2018,3.2,SN,357,2.914999591736752
2018,3.3,SN,243,1.9841593859720748
2018,3.4,SN,162,1.3227729239813832
2018,3.5,SN,83,0.6777169919163877
2018,3.6,SN,28,0.22862741895974525
2018,3.7,SN,7,0.057156854739936314
2018,3.8,SN,0,0.0
2018,3.9,SN,0,0.0
2018,4.0,SN,0,0.0
2018,1.0,ST,136,2.2934232715008434
2018,1.1,ST,79,1.3322091062394603
2018,1.2,ST,113,1.9055649241146713
2018,1.3,ST,124,2.09106239460371
2018,1.4,ST,171,2.8836424957841484
2018,1.5,ST,166,2.7993254637436764
2018,1.6,ST,213,3.5919055649241147
2018,1.7,ST,230,3.87858347386172
2018,1.8,ST,273,4.60370994940978
2018,1.9,ST,269,4.536256323777403
2018,2.0,ST,262,4.418212478920742
2018,2.1,ST,328,5.5311973018549745
2018,2.2,ST,304,5.126475548060708
2018,2.3,ST,265,4.4688026981450255
2018,2.4,ST,319,5.379426644182125
2018,2.5,ST,306,5.160202360876897
2018,2.6,ST,331,5.581787521079258
2018,2.7,ST,314,5.295109612141653
2018,2.8,ST,292,4.924114671163575
2018,2.9,ST,309,5.21079258010118
2018,3.0,ST,280,4.721753794266442
2018,3.1,ST,254,4.283305227655987
2018,3.2,ST,232,3.912310286677909
2018,3.3,ST,191,3.220910623946037
2018,3.4,ST,94,1.5851602023608768
2018,3.5,ST,49,0.8263069139966274
2018,3.6,ST,25,0.42158516020236086
2018,3.7,ST,1,0.016863406408094434
2018,3.8,ST,0,0.0
2018,3.9,ST,0,0.0
2018,4.0,ST,0,0.0
2018,1.0,TH,167,2.5352967967208135
2018,1.1,TH,146,2.2164870198876576
2018,1.2,TH,181,2.747836647942918
2018,1.3,TH,228,3.4613632913314105
2018,1.4,TH,246,3.7346288143312587
2018,1.5,TH,254,3.8560801578867467
2018,1.6,TH,314,4.766965234552908
2018,1.7,TH,287,4.357066950053135
2018,1.8,TH,340,5.161682101108243
2018,1.9,TH,332,5.040230757552756
2018,2.0,TH,356,5.4045847882192195
2018,2.1,TH,355,5.389403370274784
2018,2.2,TH,373,5.662668893274632
2018,2.3,TH,351,5.32867769849704
2018,2.4,TH,396,6.01184150599666
2018,2.5,TH,356,5.4045847882192195
2018,2.6,TH,345,5.237589190830423
2018,2.7,TH,341,5.17686351905268
2018,2.8,TH,263,3.992712919386671
2018,2.9,TH,203,3.08182784272051
2018,3.0,TH,242,3.6739031425535145
2018,3.1,TH,203,3.08182784272051
2018,3.2,TH,132,2.0039471686655532
2018,3.3,TH,98,1.487778958554729
2018,3.4,TH,47,0.7135266433884925
2018,3.5,TH,21,0.3188097768331562
2018,3.6,TH,8,0.12145134355548809
2018,3.7,TH,2,0.030362835888872022
2018,3.8,TH,0,0.0
2018,3.9,TH,0,0.0
2018,4.0,TH,0,0.0
2019,1.0,BB,230,2.4646378054007716
2019,1.1,BB,159,1.7038148306900986
2019,1.2,BB,189,2.025289327046721
2019,1.3,BB,223,2.389627089584226
2019,1.4,BB,264,2.828975567938277
2019,1.5,BB,299,3.204029147021003
2019,1.6,BB,344,3.6862408915559364
2019,1.7,BB,400,4.286326618088299
2019,1.8,BB,402,4.30775825117874
2019,1.9,BB,433,4.639948564080583
2019,2.0,BB,436,4.672096013716245
2019,2.1,BB,460,4.929275610801543
2019,2.2,BB,495,5.304329189884269
2019,2.3,BB,501,5.368624089155594
2019,2.4,BB,563,6.03300471495928
2019,2.5,BB,548,5.8722674667809684
2019,2.6,BB,501,5.368624089155594
2019,2.7,BB,514,5.507929704243463
2019,2.8,BB,483,5.1757393913416205
2019,2.9,BB,462,4.950707243891984
2019,3.0,BB,385,4.125589369909987
2019,3.1,BB,368,3.9434204886412343
2019,3.2,BB,312,3.3433347621088725
2019,3.3,BB,194,2.0788684097728245
2019,3.4,BB,98,1.050150021431633
2019,3.5,BB,47,0.503643377625375
2019,3.6,BB,19,0.20360051435919416
2019,3.7,BB,3,0.03214744963566224
2019,3.8,BB,0,0.0
2019,3.9,BB,0,0.0
2019,4.0,BB,0,0.0
2019,1.0,BE,288,1.9987507807620237
2019,1.1,BE,162,1.1242973141786383
2019,1.2,BE,241,1.6725657575126658
2019,1.3,BE,305,2.116732597682004
2019,1.4,BE,342,2.373516552154903
2019,1.5,BE,381,2.644180720383094
2019,1.6,BE,404,2.80380317856895
2019,1.7,BE,525,3.6435561107641057
2019,1.8,BE,516,3.5810951488652925
2019,1.9,BE,555,3.8517593170934834
2019,2.0,BE,541,3.7545978208064406
2019,2.1,BE,616,4.275105836629884
2019,2.2,BE,641,4.448608508571032
2019,2.3,BE,713,4.948296203761538
2019,2.4,BE,752,5.218960371989729
2019,2.5,BE,793,5.503504753973211
2019,2.6,BE,768,5.330002082032063
2019,2.7,BE,808,5.6076063571379
2019,2.8,BE,818,5.6770074259143595
2019,2.9,BE,811,5.628426677770838
2019,3.0,BE,771,5.350822402665001
2019,3.1,BE,702,4.871955028107433
2019,3.2,BE,599,4.1571240197099035
2019,3.3,BE,506,3.511694080088833
2019,3.4,BE,419,2.9079047817336385
2019,3.5,BE,234,1.6239850093691444
2019,3.6,BE,137,0.9507946422374904
2019,3.7,BE,35,0.24290374071760706
2019,3.8,BE,13,0.0902213894093969
2019,3.9,BE,5,0.03470053438822958
2019,4.0,BE,8,0.055520855021167326
2019,1.0,BW,821,1.7307530145880765
2019,1.1,BW,532,1.1215110886246733
2019,1.2,BW,653,1.376591618180285
2019,1.3,BW,900,1.8972931950417404
2019,1.4,BW,1050,2.2135087275486973
2019,1.5,BW,1227,2.5866430559069062
2019,1.6,BW,1439,3.033561008516738
2019,1.7,BW,1661,3.501559996627034
2019,1.8,BW,1770,3.7313432835820897
2019,1.9,BW,1944,4.098153301290159
2019,2.0,BW,2058,4.338477105995446
2019,2.1,BW,2314,4.87815161480732
2019,2.2,BW,2362,4.979340585209545
2019,2.3,BW,2483,5.234421114765158
2019,2.4,BW,2488,5.244961632515389
2019,2.5,BW,2635,5.554852854372207
2019,2.6,BW,2669,5.626528375073784
2019,2.7,BW,2620,5.523231301121511
2019,2.8,BW,2550,5.375664052618265
2019,2.9,BW,2449,5.162745594063581
2019,3.0,BW,2319,4.888692132557551
2019,3.1,BW,2118,4.46496331899823
2019,3.2,BW,1922,4.051775023189139
2019,3.3,BW,1675,3.531073446327684
2019,3.4,BW,1312,2.7658318576608485
2019,3.5,BW,828,1.7455097394384012
2019,3.6,BW,428,0.9022683194198499
2019,3.7,BW,164,0.34572898220760606
2019,3.8,BW,36,0.07589172780166961
2019,3.9,BW,6,0.01264862130027827
2019,4.0,BW,3,0.006324310650139135
2019,1.0,BY,847,2.0462891379976806
2019,1.1,BY,546,1.3190954773869348
2019,1.2,BY,707,1.7080595284112872
2019,1.3,BY,868,2.0970235794356396
2019,1.4,BY,1020,2.4642442984151525
2019,1.5,BY,1241,2.9981638964051025
2019,1.6,BY,1379,3.331561654425976
2019,1.7,BY,1515,3.6601275608813295
2019,1.8,BY,1781,4.302763819095477
2019,1.9,BY,2092,5.054116737533823
2019,2.0,BY,1959,4.732798608426749
2019,2.1,BY,2184,5.276381909547739
2019,2.2,BY,2214,5.348859683030537
2019,2.3,BY,2289,5.530054116737534
2019,2.4,BY,2396,5.788558175492849
2019,2.5,BY,2358,5.69675299574797
2019,2.6,BY,2360,5.701584847313491
2019,2.7,BY,2231,5.389930421337456
2019,2.8,BY,2187,5.283629686896019
2019,2.9,BY,2116,5.112098956320062
2019,3.0,BY,1737,4.19646308465404
2019,3.1,BY,1648,3.9814456899884036
2019,3.2,BY,1330,3.2131812910707382
2019,3.3,BY,1072,2.5898724391186705
2019,3.4,BY,706,1.7056436026285273
2019,3.5,BY,380,0.9180517974487824
2019,3.6,BY,136,0.3285659064553537
2019,3.7,BY,44,0.10630073444143796
2019,3.8,BY,24,0.05798221878623889
2019,3.9,BY,12,0.028991109393119444
2019,4.0,BY,13,0.031407035175879394
2019,1.0,HB,55,2.129307007355788
2019,1.1,HB,28,1.084010840108401
2019,1.2,HB,35,1.3550135501355014
2019,1.3,HB,43,1.664730933023616
2019,1.4,HB,67,2.59388308168796
2019,1.5,HB,84,3.252032520325203
2019,1.6,HB,83,3.213317847464189
2019,1.7,HB,68,2.632597754548974
2019,1.8,HB,111,4.29732868757259
2019,1.9,HB,97,3.7553232675183894
2019,2.0,HB,102,3.948896631823461
2019,2.1,HB,119,4.607046070460704
2019,2.2,HB,125,4.83933410762679
2019,2.3,HB,127,4.916763453348819
2019,2.4,HB,143,5.5361982191250485
2019,2.5,HB,115,4.452187379016648
2019,2.6,HB,161,6.233062330623306
2019,2.7,HB,136,5.265195509097948
2019,2.8,HB,159,6.155632984901278
2019,2.9,HB,136,5.265195509097948
2019,3.0,HB,128,4.955478126209834
2019,3.1,HB,130,5.032907471931862
2019,3.2,HB,105,4.065040650406504
2019,3.3,HB,85,3.290747193186218
2019,3.4,HB,67,2.59388308168796
2019,3.5,HB,43,1.664730933023616
2019,3.6,HB,16,0.6194347657762292
2019,3.7,HB,7,0.27100271002710025
2019,3.8,HB,7,0.27100271002710025
2019,3.9,HB,0,0.0
2019,4.0,HB,1,0.03871467286101433
2019,1.0,HE,549,2.4694134580784457
2019,1.1,HE,312,1.4033825116948542
2019,1.2,HE,400,1.7992083483267363
2019,1.3,HE,456,2.0510975170924794
2019,1.4,HE,588,2.6448362720403025
2019,1.5,HE,648,2.914717524289313
2019,1.6,HE,796,3.580424613170205
2019,1.7,HE,767,3.4499820079165167
2019,1.8,HE,848,3.8143216984526807
2019,1.9,HE,961,4.322598056854984
2019,2.0,HE,970,4.363080244692336
2019,2.1,HE,1024,4.605973371716445
2019,2.2,HE,1054,4.74091399784095
2019,2.3,HE,1107,4.979309103994242
2019,2.4,HE,1108,4.983807124865059
2019,2.5,HE,1107,4.979309103994242
2019,2.6,HE,1126,5.064771500539763
2019,2.7,HE,1122,5.046779417056495
2019,2.8,HE,1155,5.19521410579345
2019,2.9,HE,1114,5.01079525008996
2019,3.0,HE,1073,4.82637639438647
2019,3.1,HE,991,4.457538682979489
2019,3.2,HE,861,3.8727959697733
2019,3.3,HE,739,3.324037423533645
2019,3.4,HE,613,2.7572867938107235
2019,3.5,HE,415,1.8666786613889887
2019,3.6,HE,211,0.9490824037423534
2019,3.7,HE,100,0.44980208708168407
2019,3.8,HE,16,0.07196833393306945
2019,3.9,HE,1,0.004498020870816841
2019,4.0,HE,0,0.0
2019,1.0,HH,141,1.5640599001663893
2019,1.1,HH,103,1.1425402107598448
2019,1.2,HH,131,1.4531336661120355
2019,1.3,HH,188,2.0854132002218524
2019,1.4,HH,210,2.329450915141431
2019,1.5,HH,235,2.6067665002773155
2019,1.6,HH,289,3.205768164170826
2019,1.7,HH,285,3.1613976705490847
2019,1.8,HH,336,3.7271214642262893
2019,1.9,HH,346,3.8380476982806435
2019,2.0,HH,360,3.9933444259567388
2019,2.1,HH,404,4.481419855795895
2019,2.2,HH,451,5.002773155851359
2019,2.3,HH,448,4.969495285635053
2019,2.4,HH,432,4.792013311148087
2019,2.5,HH,494,5.47975596228508
2019,2.6,HH,482,5.3466444814198555
2019,2.7,HH,521,5.779256794231836
2019,2.8,HH,496,5.501941209095952
2019,2.9,HH,520,5.768164170826401
2019,3.0,HH,456,5.058236272878536
2019,3.1,HH,435,4.825291181364393
2019,3.2,HH,380,4.215196894065446
2019,3.3,HH,312,3.4608985024958403
2019,3.4,HH,262,2.906267332224071
2019,3.5,HH,164,1.8191902384914032
2019,3.6,HH,95,1.0537992235163616
2019,3.7,HH,29,0.32168607875762617
2019,3.8,HH,8,0.08874098724348309
2019,3.9,HH,2,0.022185246810870772
2019,4.0,HH,0,0.0
2019,1.0,MV,109,2.1695859872611467
2019,1.1,MV,55,1.0947452229299364
2019,1.2,MV,77,1.5326433121019107
2019,1.3,MV,106,2.109872611464968
2019,1.4,MV,144,2.8662420382165603
2019,1.5,MV,137,2.7269108280254777
2019,1.6,MV,181,3.602707006369427
2019,1.7,MV,201,4.000796178343949
2019,1.8,MV,189,3.7619426751592355
2019,1.9,MV,230,4.578025477707007
2019,2.0,MV,226,4.498407643312102
2019,2.1,MV,250,4.976114649681529
2019,2.2,MV,280,5.573248407643312
2019,2.3,MV,258,5.135350318471337
2019,2.4,MV,262,5.214968152866242
2019,2.5,MV,265,5.274681528662421
2019,2.6,MV,305,6.070859872611465
2019,2.7,MV,252,5.015923566878981
2019,2.8,MV,247,4.91640127388535
2019,2.9,MV,250,4.976114649681529
2019,3.0,MV,252,5.015923566878981
2019,3.1,MV,208,4.140127388535032
2019,3.2,MV,220,4.3789808917197455
2019,3.3,MV,151,3.0055732484076434
2019,3.4,MV,100,1.9904458598726114
2019,3.5,MV,47,0.9355095541401274
2019,3.6,MV,16,0.3184713375796178
2019,3.7,MV,6,0.11942675159235669
2019,3.8,MV,0,0.0
2019,3.9,MV,0,0.0
2019,4.0,MV,0,0.0
2019,1.0,NI,370,1.1414820756463258
2019,1.1,NI,228,0.7033997655334114
2019,1.2,NI,351,1.0828654285185413
2019,1.3,NI,410,1.2648855432837662
2019,1.4,NI,541,1.6690318997963842
2019,1.5,NI,649,2.002221262417474
2019,1.6,NI,777,2.397112358857284
2019,1.7,NI,803,2.4773246128216204
2019,1.8,NI,967,2.9832788301351267
2019,1.9,NI,1060,3.2701918923921762
2019,2.0,NI,1120,3.455297093848337
2019,2.1,NI,1245,3.840932930215339
2019,2.2,NI,1370,4.226568766582341
2019,2.3,NI,1425,4.396248534583822
2019,2.4,NI,1595,4.920713272042945
2019,2.5,NI,1784,5.503794656629851
2019,2.6,NI,1743,5.377306102301475
2019,2.7,NI,1804,5.565496390448572
2019,2.8,NI,1950,6.01591904732523
2019,2.9,NI,2032,6.268896155981983
2019,3.0,NI,1860,5.738261245140989
2019,3.1,NI,1907,5.8832603196149815
2019,3.2,NI,1859,5.735176158450052
2019,3.3,NI,1640,5.059542173135065
2019,3.4,NI,1312,4.047633738508052
2019,3.5,NI,953,2.9400876164620224
2019,3.6,NI,477,1.4715863515764793
2019,3.7,NI,159,0.4905287838588264
2019,3.8,NI,20,0.06170173381872031
2019,3.9,NI,3,0.009255260072808046
2019,4.0,NI,0,0.0
2019,1.0,NW,1578,1.9267869789250043
2019,1.1,NW,983,1.2002735109526483
2019,1.2,NW,1296,1.5824562260372659
2019,1.3,NW,1542,1.8828298615350803
2019,1.4,NW,1767,2.1575618452221055
2019,1.5,NW,2152,2.627658795086571
2019,1.6,NW,2402,2.9329165547388216
2019,1.7,NW,2640,3.2235219419277636
2019,1.8,NW,2869,3.503138049769225
2019,1.9,NW,3285,4.01108696183057
2019,2.0,NW,3169,3.8694473613519254
2019,2.1,NW,3531,4.311460597328384
2019,2.2,NW,3815,4.658233412293341
2019,2.3,NW,3798,4.637475884636988
2019,2.4,NW,4149,5.066057779188747
2019,2.5,NW,4282,5.228454907323744
2019,2.6,NW,4376,5.343231824952991
2019,2.7,NW,4246,5.18449778993382
2019,2.8,NW,4376,5.343231824952991
2019,2.9,NW,4386,5.35544213533908
2019,3.0,NW,4099,5.0050062272582965
2019,3.1,NW,4001,4.885345185474614
2019,3.2,NW,3734,4.559329898166012
2019,3.3,NW,3299,4.028181396371096
2019,3.4,NW,2667,3.256489779970207
2019,3.5,NW,1912,2.3346113458204107
2019,3.6,NW,1024,1.2503357835356175
2019,3.7,NW,409,0.4994016947910816
2019,3.8,NW,80,0.09768248308872012
2019,3.9,NW,12,0.014652372463308017
2019,4.0,NW,19,0.023199589733571026
2019,1.0,RP,277,1.6293159225927887
2019,1.1,RP,162,0.9528851244044468
2019,1.2,RP,194,1.141109346509029
2019,1.3,RP,243,1.4293276866066702
2019,1.4,RP,322,1.8940062349273572
2019,1.5,RP,409,2.40574083877419
2019,1.6,RP,428,2.5174989706487856
2019,1.7,RP,505,2.970413505087936
2019,1.8,RP,577,3.3939180048232456
2019,1.9,RP,665,3.9115346156108464
2019,2.0,RP,663,3.89977060172931
2019,2.1,RP,683,4.0174107405446735
2019,2.2,RP,744,4.376213163931533
2019,2.3,RP,856,5.034997941297571
2019,2.4,RP,866,5.093818010705252
2019,2.5,RP,886,5.211458149520617
2019,2.6,RP,888,5.223222163402153
2019,2.7,RP,948,5.576142579848244
2019,2.8,RP,936,5.505558496559026
2019,2.9,RP,910,5.352626316099053
2019,3.0,RP,925,5.440856420210576
2019,3.1,RP,930,5.470266454914417
2019,3.2,RP,858,5.046761955179107
2019,3.3,RP,718,4.22328098347156
2019,3.4,RP,617,3.6291982824539732
2019,3.5,RP,443,2.6057290747603084
2019,3.6,RP,220,1.2940415269690018
2019,3.7,RP,85,0.49997058996529614
2019,3.8,RP,28,0.1646961943415093
2019,3.9,RP,7,0.04117404858537733
2019,4.0,RP,8,0.04705605552614552
2019,1.0,SH,117,0.8799638989169675
2019,1.1,SH,91,0.6844163658243081
2019,1.2,SH,140,1.05294825511432
2019,1.3,SH,155,1.1657641395908545
2019,1.4,SH,199,1.496690734055355
2019,1.5,SH,257,1.9329121540312877
2019,1.6,SH,315,2.36913357400722
2019,1.7,SH,365,2.7451865222623346
2019,1.8,SH,396,2.9783393501805056
2019,1.9,SH,457,3.4371239470517447
2019,2.0,SH,444,3.339350180505415
2019,2.1,SH,550,4.136582430806257
2019,2.2,SH,605,4.550240673886884
2019,2.3,SH,608,4.57280385078219
2019,2.4,SH,739,5.55806257521059
2019,2.5,SH,660,4.963898916967509
2019,2.6,SH,731,5.497894103489771
2019,2.7,SH,757,5.693441636582431
2019,2.8,SH,844,6.34777376654633
2019,2.9,SH,783,5.8889891696750905
2019,3.0,SH,819,6.159747292418772
2019,3.1,SH,785,5.904031287605295
2019,3.2,SH,714,5.370036101083032
2019,3.3,SH,636,4.783393501805054
2019,3.4,SH,481,3.6176293622142
2019,3.5,SH,369,2.7752707581227436
2019,3.6,SH,181,1.361311672683514
2019,3.7,SH,67,0.5039109506618532
2019,3.8,SH,26,0.19554753309265946
2019,3.9,SH,4,0.030084235860409144
2019,4.0,SH,1,0.007521058965102286
2019,1.0,SL,68,2.117720336343818
2019,1.1,SL,41,1.2768607910308316
2019,1.2,SL,65,2.0242914979757085
2019,1.3,SL,80,2.4914356898162566
2019,1.4,SL,73,2.273435066957334
2019,1.5,SL,65,2.0242914979757085
2019,1.6,SL,103,3.2077234506384302
2019,1.7,SL,113,3.5191529118654623
2019,1.8,SL,116,3.612581750233572
2019,1.9,SL,118,3.6748676424789783
2019,2.0,SL,151,4.702584864528184
2019,2.1,SL,140,4.360012457178449
2019,2.2,SL,158,4.920585487387107
2019,2.3,SL,152,4.733727810650888
2019,2.4,SL,184,5.730302086577391
2019,2.5,SL,207,6.446589847399564
2019,2.6,SL,172,5.356586733104952
2019,2.7,SL,208,6.477732793522267
2019,2.8,SL,182,5.668016194331984
2019,2.9,SL,174,5.4188726253503585
2019,3.0,SL,171,5.325443786982248
2019,3.1,SL,134,4.17315478044223
2019,3.2,SL,136,4.235440672687636
2019,3.3,SL,101,3.145437558393024
2019,3.4,SL,63,1.9620056057303021
2019,3.5,SL,31,0.9654313298037994
2019,3.6,SL,4,0.12457178449081283
2019,3.7,SL,1,0.031142946122703206
2019,3.8,SL,0,0.0
2019,3.9,SL,0,0.0
2019,4.0,SL,0,0.0
2019,1.0,SN,308,2.432859399684044
2019,1.1,SN,210,1.6587677725118484
2019,1.2,SN,283,2.235387045813586
2019,1.3,SN,338,2.669826224328594
2019,1.4,SN,388,3.0647709320695102
2019,1.5,SN,436,3.4439178515007898
2019,1.6,SN,538,4.2496050552922595
2019,1.7,SN,573,4.5260663507109005
2019,1.8,SN,608,4.802527646129542
2019,1.9,SN,624,4.928909952606635
2019,2.0,SN,622,4.913112164296998
2019,2.1,SN,647,5.110584518167457
2019,2.2,SN,718,5.671406003159557
2019,2.3,SN,731,5.774091627172196
2019,2.4,SN,702,5.545023696682464
2019,2.5,SN,699,5.521327014218009
2019,2.6,SN,629,4.9684044233807265
2019,2.7,SN,643,5.078988941548183
2019,2.8,SN,613,4.8420221169036335
2019,2.9,SN,557,4.399684044233807
2019,3.0,SN,493,3.8941548183254344
2019,3.1,SN,424,3.3491311216429698
2019,3.2,SN,359,2.8357030015797786
2019,3.3,SN,237,1.872037914691943
2019,3.4,SN,205,1.6192733017377567
2019,3.5,SN,52,0.4107424960505529
2019,3.6,SN,18,0.14218009478672985
2019,3.7,SN,3,0.023696682464454975
2019,3.8,SN,2,0.01579778830963665
2019,3.9,SN,0,0.0
2019,4.0,SN,0,0.0
2019,1.0,ST,144,2.537444933920705
2019,1.1,ST,65,1.145374449339207
2019,1.2,ST,118,2.079295154185022
2019,1.3,ST,128,2.2555066079295156
2019,1.4,ST,158,2.7841409691629955
2019,1.5,ST,178,3.1365638766519823
2019,1.6,ST,213,3.753303964757709
2019,1.7,ST,201,3.541850220264317
2019,1.8,ST,243,4.28193832599119
2019,1.9,ST,266,4.687224669603524
2019,2.0,ST,261,4.599118942731278
2019,2.1,ST,255,4.493392070484582
2019,2.2,ST,302,5.3215859030837
2019,2.3,ST,280,4.933920704845815
2019,2.4,ST,301,5.3039647577092515
2019,2.5,ST,303,5.3392070484581495
2019,2.6,ST,286,5.039647577092511
2019,2.7,ST,277,4.881057268722467
2019,2.8,ST,297,5.233480176211454
2019,2.9,ST,314,5.533039647577093
2019,3.0,ST,320,5.638766519823789
2019,3.1,ST,240,4.229074889867841
2019,3.2,ST,206,3.6299559471365637
2019,3.3,ST,138,2.4317180616740086
2019,3.4,ST,114,2.0088105726872247
2019,3.5,ST,45,0.7929515418502202
2019,3.6,ST,16,0.28193832599118945
2019,3.7,ST,6,0.10572687224669604
2019,3.8,ST,0,0.0
2019,3.9,ST,0,0.0
2019,4.0,ST,0,0.0
2019,1.0,TH,200,2.9416090601559053
2019,1.1,TH,122,1.7943815266951022
2019,1.2,TH,154,2.265038976320047
2019,1.3,TH,176,2.5886159729371965
2019,1.4,TH,234,3.4416826003824093
2019,1.5,TH,257,3.7799676423003383
2019,1.6,TH,297,4.368289454331519
2019,1.7,TH,318,4.677158405647889
2019,1.8,TH,342,5.030151492866598
2019,1.9,TH,394,5.794969848507133
